source_id,source_page,section,formula,compound_name,dielectric,t_C,T_K,alpha_1e5,alpha_kind,valid_range_C,references,frequency_note,source_quality,eligibility_status,notes,raw_line
"nbs514:p23:011","23","C. ORGANIC LIQUIDS-Continued","C5H9N","Isovaleronitrile","18.0","22","295.15","","","","13","f=3.6x10^8 cycles/sec","three_figures","candidate_near_room","","C5H9N | Isovaleronitrile | 18.0b | 22 | ref 13"
"nbs514:p23:012","23","C. ORGANIC LIQUIDS-Continued","C5H10","1-Pentene","2.100","20","293.15","","","","248 [151]","","four_figures","candidate_near_room","","C5H10 | 1-Pentene | 2.100 | 20 | ref 248 [151]"
"nbs514:p23:013","23","C. ORGANIC LIQUIDS-Continued","C5H10","2-Methyl-1-butene","2.197","20","293.15","","","","248","","four_figures","candidate_near_room","","C5H10 | 2-Methyl-1-butene | 2.197 | 20 | ref 248"
"nbs514:p23:014","23","C. ORGANIC LIQUIDS-Continued","C5H10","Cyclopentane","1.965","20","293.15","","","","248","","four_figures","candidate_near_room","","C5H10 | Cyclopentane | 1.965 | 20 | ref 248"
"nbs514:p23:015","23","C. ORGANIC LIQUIDS-Continued","C5H10","Ethylcyclopropane","1.933","20","293.15","","","","248","","four_figures","candidate_near_room","","C5H10 | Ethylcyclopropane | 1.933 | 20 | ref 248"
"nbs514:p23:016","23","C. ORGANIC LIQUIDS-Continued","C5H10Br2","1,2-Dibromopentane","4.39","25","298.15","","","","150","","three_figures","candidate_near_room","","C5H10Br2 | 1,2-Dibromopentane | 4.39 | 25 | ref 150"
"nbs514:p23:017","23","C. ORGANIC LIQUIDS-Continued","C5H10Br2","dl-erythro-2,3-Dibromopentane","5.430","25","298.15","","","","238 [150]","","four_figures","candidate_near_room","","C5H10Br2 | dl-erythro-2,3-Dibromopentane | 5.430 | 25 | ref 238 [150]"
"nbs514:p23:018","23","C. ORGANIC LIQUIDS-Continued","C5H10Br2","dl-threo-2,3-Dibromopentane","6.507","25","298.15","","","","238","","four_figures","candidate_near_room","","C5H10Br2 | dl-threo-2,3-Dibromopentane | 6.507 | 25 | ref 238"
"nbs514:p23:019","23","C. ORGANIC LIQUIDS-Continued","C5H10O","Cyclopentanol","18.0","20","293.15","380","alpha","20","232","","three_figures","candidate_near_room","","C5H10O | Cyclopentanol | 18.0 | 20 | alpha 0.38 at 20 | ref 232"
"nbs514:p23:020","23","C. ORGANIC LIQUIDS-Continued","C5H10O","2-Pentanone","15.45","20","293.15","195","alpha","-40 to 80","240 [7,84]","","four_figures","candidate_near_room","","C5H10O | 2-Pentanone | 15.45 | 20 | alpha 0.195 | -40,80 | ref 240 [7,84]"
"nbs514:p23:021","23","C. ORGANIC LIQUIDS-Continued","C5H10O","3-Pentanone","17.00","20","293.15","225","alpha","0 to 80","240 [7,84]","","four_figures","candidate_near_room","","C5H10O | 3-Pentanone | 17.00 | 20 | alpha 0.225 | 0,80 | ref 240 [7,84]"
"nbs514:p23:022","23","C. ORGANIC LIQUIDS-Continued","C5H10O","Valeraldehyde","10.1","17","290.15","","","","7 [4]","f=4x10^8 cycles/sec","three_figures","candidate_near_room","","C5H10O | Valeraldehyde | 10.1a | 17 | ref 7 [4]"
"nbs514:p23:023","23","C. ORGANIC LIQUIDS-Continued","C5H10O2","Valeric acid","2.66","20","293.15","","","","2,7,27","","three_figures","candidate_near_room","","C5H10O2 | Valeric acid | 2.66 | 20 | refs 2,7,27"
"nbs514:p23:024","23","C. ORGANIC LIQUIDS-Continued","C5H10O2","Isovaleric acid","2.64","20","293.15","","","","7","","three_figures","candidate_near_room","","C5H10O2 | Isovaleric acid | 2.64 | 20 | ref 7"
"nbs514:p24:001","24","C. ORGANIC LIQUIDS-Continued","C5H10O2","Isobutyl formate","6.41","19","292.15","","","","7 [1]","f=4x10^8 cycles/sec","three_figures","candidate_near_room","","C5H10O2 | Isobutyl formate | 6.41a | 19 | ref 7 [1]"
"nbs514:p24:002","24","C. ORGANIC LIQUIDS-Continued","C5H10O2","Propyl acetate","5.69","19","292.15","800","a","19","7,8 [27]","","three_figures","candidate_near_room","","C5H10O2 | Propyl acetate | 5.69 | 19 | a 0.8 at 19 | refs 7,8 [27]"
"nbs514:p24:003","24","C. ORGANIC LIQUIDS-Continued","C5H10O2","Ethyl propionate","5.65","19","292.15","1800","a","19","7,8","","three_figures","candidate_near_room","","C5H10O2 | Ethyl propionate | 5.65 | 19 | a 1.8 at 19 | refs 7,8"
"nbs514:p24:004","24","C. ORGANIC LIQUIDS-Continued","C5H10O2","Methyl butyrate","5.6","20","293.15","","","","27","f=5x10^8 cycles/sec","two_or_less","candidate_near_room","","C5H10O2 | Methyl butyrate | 5.6n | 20 | ref 27"
"nbs514:p24:005","24","C. ORGANIC LIQUIDS-Continued","C5H10O3","Diethyl carbonate","2.82","20","293.15","","","","298 [7,22]","","three_figures","candidate_near_room","","C5H10O3 | Diethyl carbonate | 2.82 | 20 | ref 298 [7,22]"
"nbs514:p24:006","24","C. ORGANIC LIQUIDS-Continued","C5H11Br","1-Bromopentane","6.32","25","298.15","152","alpha","-45 to 55","211,272","","three_figures","candidate_near_room","","C5H11Br | 1-Bromopentane | 6.32 | 25 | alpha 0.152 | -45,55 | refs 211,272"
"nbs514:p24:007","24","C. ORGANIC LIQUIDS-Continued","C5H11Br","1-Bromo-3-methylbutane","6.05","20","293.15","2300","a","-18 to 23","212","","three_figures","candidate_near_room","","C5H11Br | 1-Bromo-3-methylbutane | 6.05 | 20 | a 2.3 | -18,23 | ref 212"
"nbs514:p24:008","24","C. ORGANIC LIQUIDS-Continued","C5H11Br","2-Bromo-2-methylbutane","9.1","19","292.15","","","","27","f=5x10^8 cycles/sec","two_or_less","candidate_near_room","","C5H11Br | 2-Bromo-2-methylbutane | 9.1n | 19 | ref 27"
"nbs514:p24:009","24","C. ORGANIC LIQUIDS-Continued","C5H11Cl","1-Chloro-3-methylbutane","6.05","20","293.15","160","alpha","-40 to 23","247","","three_figures","candidate_near_room","","C5H11Cl | 1-Chloro-3-methylbutane | 6.05 | 20 | alpha 0.160 | -40,23 | ref 247"
"nbs514:p24:010","24","C. ORGANIC LIQUIDS-Continued","C5H11Cl","2-Chloro-2-methylbutane","9.3","16","289.15","","","","2 [27]","","two_or_less","candidate_near_room","","C5H11Cl | 2-Chloro-2-methylbutane | 9.3 | 16 | ref 2 [27]"
"nbs514:p24:011","24","C. ORGANIC LIQUIDS-Continued","C5H11F","1-Fluoropentane","4.24","20","293.15","","","","243","","three_figures","candidate_near_room","","C5H11F | 1-Fluoropentane | 4.24 | 20 | ref 243"
"nbs514:p24:012","24","C. ORGANIC LIQUIDS-Continued","C5H11F","2-Fluoro-2-methylbutane","5.89","20","293.15","","","","243","","three_figures","candidate_near_room","","C5H11F | 2-Fluoro-2-methylbutane | 5.89 | 20 | ref 243"
"nbs514:p24:013","24","C. ORGANIC LIQUIDS-Continued","C5H11I","1-Iodopentane","5.81","20","293.15","","","","242","","three_figures","candidate_near_room","","C5H11I | 1-Iodopentane | 5.81 | 20 | ref 242"
"nbs514:p24:014","24","C. ORGANIC LIQUIDS-Continued","C5H11I","1-Iodo-3-methylbutane","5.6","19","292.15","","","","27","f=5x10^8 cycles/sec","two_or_less","candidate_near_room","","C5H11I | 1-Iodo-3-methylbutane | 5.6n | 19 | ref 27"
"nbs514:p24:015","24","C. ORGANIC LIQUIDS-Continued","C5H11I","3-Iodopentane","7.43","20","293.15","","","","242","","three_figures","candidate_near_room","","C5H11I | 3-Iodopentane | 7.43 | 20 | ref 242"
"nbs514:p24:016","24","C. ORGANIC LIQUIDS-Continued","C5H11I","2-Iodo-2-methylbutane","8.19","20","293.15","","","","242","","three_figures","candidate_near_room","","C5H11I | 2-Iodo-2-methylbutane | 8.19 | 20 | ref 242"
"nbs514:p24:017","24","C. ORGANIC LIQUIDS-Continued","C5H11N","Piperidine","5.8","22","295.15","","","","14","f=3.6x10^8 cycles/sec","two_or_less","candidate_near_room","","C5H11N | Piperidine | 5.8b | 22 | ref 14"
"nbs514:p24:018","24","C. ORGANIC LIQUIDS-Continued","C5H11NO","2-Pentanone oxime","3.3","20","293.15","","","","27","f=5x10^8 cycles/sec","two_or_less","candidate_near_room","","C5H11NO | 2-Pentanone oxime | 3.3n | 20 | ref 27"
"nbs514:p24:019","24","C. ORGANIC LIQUIDS-Continued","C5H11NO3","Amyl nitrate (bp 140-150C)","9.0","18","291.15","","","","22","f=5x10^8 cycles/sec","two_or_less","candidate_near_room","","C5H11NO3 | Amyl nitrate (bp 140-150C) | 9.0n | 18 | ref 22"
"nbs514:p24:020","24","C. ORGANIC LIQUIDS-Continued","C5H12","n-Pentane","1.844","20","293.15","160","a","-50 to 30","88","","four_figures","candidate_near_room","","C5H12 | n-Pentane | 1.844 | 20 | a 0.160 | -50,30 | ref 88"
"nbs514:p24:021","24","C. ORGANIC LIQUIDS-Continued","C5H12","2-Methylbutane","1.843","20","293.15","","","","196","","four_figures","candidate_near_room","","C5H12 | 2-Methylbutane | 1.843 | 20 | ref 196"
"nbs514:p25:001","25","C. ORGANIC LIQUIDS-Continued","C5H12O","1-Pentanol","13.9","25","298.15","230","alpha","15 to 35","142,177,222 [9]","","three_figures","candidate_near_room","","C5H12O | 1-Pentanol | 13.9 | 25 | alpha 0.23 | 15,35 | refs 142,177,222 [9]"
"nbs514:p25:002","25","C. ORGANIC LIQUIDS-Continued","C5H12O","3-Methyl-1-butanol","14.7","25","298.15","","","","41,51,63,276","","three_figures","candidate_near_room","","C5H12O | 3-Methyl-1-butanol | 14.7 | 25 | refs 41,51,63,276"
"nbs514:p25:003","25","C. ORGANIC LIQUIDS-Continued","C5H12O","2-Methyl-2-butanol","5.82","25","298.15","","","","51,85,276 [261]","","three_figures","candidate_near_room","","C5H12O | 2-Methyl-2-butanol | 5.82 | 25 | refs 51,85,276 [261]"
"nbs514:p25:004","25","C. ORGANIC LIQUIDS-Continued","C5H12O5","Xylitol","40.0","20","293.15","","","","131,142","","three_figures","candidate_near_room","","C5H12O5 | Xylitol | 40.0 | 20 | refs 131,142"
"nbs514:p25:005","25","C. ORGANIC LIQUIDS-Continued","C5H12S","1-Pentanethiol","4.55","25","298.15","","","","140 [14,18]","","three_figures","candidate_near_room","","C5H12S | 1-Pentanethiol | 4.55 | 25 | ref 140 [14,18]"
"nbs514:p25:006","25","C. ORGANIC LIQUIDS-Continued","C5H13N","Amylamine (bp 95C)","4.5","22","295.15","","","","14","f=3.6x10^8 cycles/sec","two_or_less","candidate_near_room","","C5H13N | Amylamine (bp 95C) | 4.5b | 22 | ref 14"
"nbs514:p25:007","25","C. ORGANIC LIQUIDS-Continued","C6H4BrCl","1-Bromo-2-chlorobenzene","6.80","20","293.15","","","","83","","three_figures","candidate_near_room","","C6H4BrCl | 1-Bromo-2-chlorobenzene | 6.80 | 20 | ref 83"
"nbs514:p25:008","25","C. ORGANIC LIQUIDS-Continued","C6H4BrCl","1-Bromo-3-chlorobenzene","4.58","20","293.15","","","","83","","three_figures","candidate_near_room","","C6H4BrCl | 1-Bromo-3-chlorobenzene | 4.58 | 20 | ref 83"
"nbs514:p25:009","25","C. ORGANIC LIQUIDS-Continued","C6H4Br2","o-Dibromobenzene","7.35","20","293.15","","","","55,83","","three_figures","candidate_near_room","","C6H4Br2 | o-Dibromobenzene | 7.35 | 20 | refs 55,83"
"nbs514:p25:010","25","C. ORGANIC LIQUIDS-Continued","C6H4Br2","m-Dibromobenzene","4.80","20","293.15","","","","55,83","","three_figures","candidate_near_room","","C6H4Br2 | m-Dibromobenzene | 4.80 | 20 | refs 55,83"
"nbs514:p25:011","25","C. ORGANIC LIQUIDS-Continued","C6H4Cl2","o-Dichlorobenzene","9.93","25","298.15","194","alpha","0 to 50","69 [53,55,61,179]","","three_figures","candidate_near_room","","C6H4Cl2 | o-Dichlorobenzene | 9.93 | 25 | alpha 0.194 | 0,50 | ref 69 [53,55,61,179]"
"nbs514:p25:012","25","C. ORGANIC LIQUIDS-Continued","C6H4Cl2","m-Dichlorobenzene","5.04","25","298.15","120","alpha","0 to 50","69 [55,61]","","three_figures","candidate_near_room","","C6H4Cl2 | m-Dichlorobenzene | 5.04 | 25 | alpha 0.120 | 0,50 | ref 69 [55,61]"
"nbs514:p25:013","25","C. ORGANIC LIQUIDS-Continued","C6H4I2","o-Diiodobenzene","5.7","20","293.15","","","","55","","two_or_less","candidate_near_room","","C6H4I2 | o-Diiodobenzene | 5.7 | 20 | ref 55"
"nbs514:p25:014","25","C. ORGANIC LIQUIDS-Continued","C6H4I2","m-Diiodobenzene","4.25","25","298.15","","","","55","","three_figures","candidate_near_room","","C6H4I2 | m-Diiodobenzene | 4.25 | 25 | ref 55"
"nbs514:p25:015","25","C. ORGANIC LIQUIDS-Continued","C6H5Br","Bromobenzene","5.40","25","298.15","115","alpha","0 to 70","60,61,86,194,272","","three_figures","candidate_near_room","","C6H5Br | Bromobenzene | 5.40 | 25 | alpha 0.115 | 0,70 | refs 60,61,86,194,272"
"nbs514:p26:001","26","C. ORGANIC LIQUIDS-Continued","C6H5Cl","Chlorobenzene","5.708","20","293.15","","","","60,138,170,251","","four_figures","candidate_near_room","","C6H5Cl | Chlorobenzene | 5.708 | 20 | refs 60,138,170,251"
"nbs514:p26:002","26","C. ORGANIC LIQUIDS-Continued","C6H5Cl","Chlorobenzene","5.621","25","298.15","","","","60,138,170,251","","four_figures","candidate_near_room","","C6H5Cl | Chlorobenzene | 5.621 | 25 | refs 60,138,170,251"
"nbs514:p26:003","26","C. ORGANIC LIQUIDS-Continued","C6H5Cl","Chlorobenzene","5.71","20","293.15","130","alpha","0 to 80","41,69,70,86,123,133,187,194,207","","three_figures","candidate_near_room","","C6H5Cl | Chlorobenzene | 5.71 | 20 | alpha 0.130 | 0,80 | refs 41,69,70,86,123,133,187,194,207"
"nbs514:p26:004","26","C. ORGANIC LIQUIDS-Continued","C6H5ClO","o-Chlorophenol","6.31","25","298.15","2700","a","25 to 58","57,61,261","","three_figures","candidate_near_room","","C6H5ClO | o-Chlorophenol | 6.31 | 25 | a 2.7 | 25,58 | refs 57,61,261"
"nbs514:p26:005","26","C. ORGANIC LIQUIDS-Continued","C6H5F","Fluorobenzene","5.42","25","298.15","","","","153,255a,83","","three_figures","candidate_near_room","","C6H5F | Fluorobenzene | 5.42 | 25 | refs 153,255a,83"
"nbs514:p26:006","26","C. ORGANIC LIQUIDS-Continued","C6H5I","Iodobenzene","4.63","20","293.15","","","","243,83","","three_figures","candidate_near_room","","C6H5I | Iodobenzene | 4.63 | 20 | refs 243,83"
"nbs514:p26:007","26","C. ORGANIC LIQUIDS-Continued","C6H5NO2","Nitrobenzene","34.82","25","298.15","225","alpha","10 to 80","85,138 [12,38,41,78,141,194,250]","","four_figures","candidate_near_room","","C6H5NO2 | Nitrobenzene | 34.82 | 25 | alpha 0.225 | 10,80 | refs 85,138 [12,38,41,78,141,194,250]"
"nbs514:p26:008","26","C. ORGANIC LIQUIDS-Continued","C6H6","Benzene","2.284","20","293.15","200","a","10 to 60","12,77,138,190,250a,263,273,283a,292","","four_figures","candidate_near_room","","C6H6 | Benzene | 2.284 | 20 | a 0.200 | 10,60 | refs 12,77,138,190,250a,263,273,283a,292"
"nbs514:p26:009","26","C. ORGANIC LIQUIDS-Continued","C6H6BrN","m-Bromoaniline","13.0","19","292.15","","","","27","f=5x10^8 cycles/sec","three_figures","candidate_near_room","","C6H6BrN | m-Bromoaniline | 13.0n | 19 | ref 27"
"nbs514:p26:010","26","C. ORGANIC LIQUIDS-Continued","C6H6ClN","m-Chloroaniline","13.4","19","292.15","","","","27","f=5x10^8 cycles/sec","three_figures","candidate_near_room","","C6H6ClN | m-Chloroaniline | 13.4n | 19 | ref 27"
"nbs514:p26:011","26","C. ORGANIC LIQUIDS-Continued","C6H7N","Aniline","6.89","20","293.15","148","alpha","0 to 50","6,66,122,159,171,251","","three_figures","candidate_near_room","","C6H7N | Aniline | 6.89 | 20 | alpha 0.148 | 0,50 | refs 6,66,122,159,171,251"
"nbs514:p26:012","26","C. ORGANIC LIQUIDS-Continued","C6H7N","2-Methylpyridine (alpha-Picoline)","9.8","20","293.15","","","","14","f=3.6x10^8 cycles/sec","two_or_less","candidate_near_room","","C6H7N | 2-Methylpyridine (alpha-Picoline) | 9.8b | 20 | ref 14"
"nbs514:p27:001","27","C. ORGANIC LIQUIDS-Continued","C6H8N2","Phenylhydrazine","7.2","23","296.15","","","","12 [22,27]","","two_or_less","candidate_near_room","","C6H8N2 | Phenylhydrazine | 7.2 | 23 | ref 12 [22,27]"
"nbs514:p27:002","27","C. ORGANIC LIQUIDS-Continued","C6H8N2","2,5-Dimethylpyrazine","2.436","20","293.15","130","a","20 to 50","153","","four_figures","candidate_near_room","","C6H8N2 | 2,5-Dimethylpyrazine | 2.436 | 20 | a 0.13 | 20,50 | ref 153"
"nbs514:p27:003","27","C. ORGANIC LIQUIDS-Continued","C6H9ClO2","cis-Ethyl beta-chlorocrotonate","7.67","18","291.15","","","","49","","three_figures","candidate_near_room","","C6H9ClO2 | cis-Ethyl beta-chlorocrotonate | 7.67 | 18 | ref 49"
"nbs514:p27:004","27","C. ORGANIC LIQUIDS-Continued","C6H9ClO2","trans-Ethyl beta-chlorocrotonate","4.70","18","291.15","","","","49","","three_figures","candidate_near_room","","C6H9ClO2 | trans-Ethyl beta-chlorocrotonate | 4.70 | 18 | ref 49"
"nbs514:p27:005","27","C. ORGANIC LIQUIDS-Continued","C6H10","Cyclohexene","2.220","25","298.15","","","","271","","four_figures","candidate_near_room","","C6H10 | Cyclohexene | 2.220 | 25 | ref 271"
"nbs514:p27:006","27","C. ORGANIC LIQUIDS-Continued","C6H10","2,4-Hexadiene","2.22","25","298.15","","","","130","","three_figures","candidate_near_room","mixture of cis-trans isomers","C6H10 | 2,4-Hexadiene | 2.22 | 25 | ref 130"
"nbs514:p27:007","27","C. ORGANIC LIQUIDS-Continued","C6H10","2-Methyl-1,3-pentadiene","2.42","25","298.15","","","","104,130","","three_figures","candidate_near_room","mixture of cis-trans isomers","C6H10 | 2-Methyl-1,3-pentadiene | 2.42 | 25 | refs 104,130"
"nbs514:p27:008","27","C. ORGANIC LIQUIDS-Continued","C6H10","3-Methyl-1,3-pentadiene","2.43","25","298.15","","","","104,130","","three_figures","candidate_near_room","mixture of cis-trans isomers","C6H10 | 3-Methyl-1,3-pentadiene | 2.43 | 25 | refs 104,130"
"nbs514:p27:009","27","C. ORGANIC LIQUIDS-Continued","C6H10","4-Methyl-1,3-pentadiene","2.60","25","298.15","","","","129,130","","three_figures","candidate_near_room","some polymerization at higher temperatures","C6H10 | 4-Methyl-1,3-pentadiene | 2.60 | 25 | refs 129,130"
"nbs514:p27:010","27","C. ORGANIC LIQUIDS-Continued","C6H10","2,3-Dimethyl-1,3-butadiene","2.10","25","298.15","170","a","-50 to 50","129,130","","three_figures","candidate_near_room","","C6H10 | 2,3-Dimethyl-1,3-butadiene | 2.10 | 25 | a 0.17 | -50,50 | refs 129,130"
"nbs514:p27:011","27","C. ORGANIC LIQUIDS-Continued","C6H10O","Cyclohexanone","18.3","20","293.15","","","","35,98","","three_figures","candidate_near_room","","C6H10O | Cyclohexanone | 18.3 | 20 | refs 35,98"
"nbs514:p27:012","27","C. ORGANIC LIQUIDS-Continued","C6H10O","4-Methyl-3-penten-2-one (Mesityl oxide)","15.1","20","293.15","","","","17","f=4x10^8 cycles/sec","three_figures","candidate_near_room","","C6H10O | 4-Methyl-3-penten-2-one (Mesityl oxide) | 15.1a | 20 | ref 17"
"nbs514:p27:013","27","C. ORGANIC LIQUIDS-Continued","C6H10O","Butoxyacetylene","6.62","25","298.15","","","","257","","three_figures","candidate_near_room","","C6H10O | Butoxyacetylene | 6.62 | 25 | ref 257"
"nbs514:p27:014","27","C. ORGANIC LIQUIDS-Continued","C6H10O2","Ethyl crotonate","5.4","20","293.15","","","","27","f=5x10^8 cycles/sec","two_or_less","candidate_near_room","","C6H10O2 | Ethyl crotonate | 5.4n | 20 | ref 27"
"nbs514:p27:015","27","C. ORGANIC LIQUIDS-Continued","C6H10O3","Propionic anhydride","18.3","16","289.15","","","","27","f=5x10^8 cycles/sec","three_figures","candidate_near_room","","C6H10O3 | Propionic anhydride | 18.3n | 16 | ref 27"
"nbs514:p27:016","27","C. ORGANIC LIQUIDS-Continued","C6H10O3","Ethyl acetoacetate","15.7","22","295.15","","","","7","f=4x10^8 cycles/sec","three_figures","candidate_near_room","","C6H10O3 | Ethyl acetoacetate | 15.7a | 22 | ref 7"
"nbs514:p27:017","27","C. ORGANIC LIQUIDS-Continued","C6H10O4","Diethyl oxalate","8.1","21","294.15","","","","7","f=4x10^8 cycles/sec","two_or_less","candidate_near_room","","C6H10O4 | Diethyl oxalate | 8.1a | 21 | ref 7"
"nbs514:p27:018","27","C. ORGANIC LIQUIDS-Continued","C6H10O4","Dimethyl succinate","5.1","20","293.15","","","","32","","two_or_less","candidate_near_room","","C6H10O4 | Dimethyl succinate | 5.1 | 20 | ref 32"
"nbs514:p27:019","27","C. ORGANIC LIQUIDS-Continued","C6H11Br","Bromocyclohexane","7.92","25","298.15","140","alpha","1 to 55","272 [98]","","three_figures","candidate_near_room","","C6H11Br | Bromocyclohexane | 7.92 | 25 | alpha 0.140 | 1,55 | ref 272 [98]"
"nbs514:p27:020","27","C. ORGANIC LIQUIDS-Continued","C6H11BrO2","dl-threo-2-Acetoxy-3-bromobutane","7.414","25","298.15","","","","238","","four_figures","candidate_near_room","","C6H11BrO2 | dl-threo-2-Acetoxy-3-bromobutane | 7.414 | 25 | ref 238"
"nbs514:p27:021","27","C. ORGANIC LIQUIDS-Continued","C6H11BrO2","dl-erythro-2-Acetoxy-3-bromobutane","7.269","25","298.15","","","","238","","four_figures","candidate_near_room","","C6H11BrO2 | dl-erythro-2-Acetoxy-3-bromobutane | 7.269 | 25 | ref 238"
"nbs514:p28:001","28","C. ORGANIC LIQUIDS-Continued","C6H11BrO2","Ethyl alpha-bromobutyrate","8.0","20","293.15","","","","27","f=5x10^8 cycles/sec","two_or_less","candidate_near_room","","C6H11BrO2 | Ethyl alpha-bromobutyrate | 8.0n | 20 | ref 27"
"nbs514:p28:002","28","C. ORGANIC LIQUIDS-Continued","C6H11BrO2","Ethyl alpha-bromoisobutyrate","7.9","20","293.15","","","","27","f=5x10^8 cycles/sec","two_or_less","candidate_near_room","","C6H11BrO2 | Ethyl alpha-bromoisobutyrate | 7.9n | 20 | ref 27"
"nbs514:p28:003","28","C. ORGANIC LIQUIDS-Continued","C6H11Cl","Chlorocyclohexane","7.6","25","298.15","","","","98","","two_or_less","candidate_near_room","","C6H11Cl | Chlorocyclohexane | 7.6 | 25 | ref 98"
"nbs514:p28:004","28","C. ORGANIC LIQUIDS-Continued","C6H11ClO2","Isoamyl chloroformate","7.8","20","293.15","","","","27","f=5x10^8 cycles/sec","two_or_less","candidate_near_room","","C6H11ClO2 | Isoamyl chloroformate | 7.8n | 20 | ref 27"
"nbs514:p28:005","28","C. ORGANIC LIQUIDS-Continued","C6H11N","Isocapronitrile","15.6","22","295.15","","","","13","f=3.6x10^8 cycles/sec","three_figures","candidate_near_room","","C6H11N | Isocapronitrile | 15.6b | 22 | ref 13"
"nbs514:p28:006","28","C. ORGANIC LIQUIDS-Continued","C6H11NS","Amyl thiocyanate (bp 195C)","17.1","19.5","292.65","","","","18","f=3.6x10^8 cycles/sec","three_figures","candidate_near_room","","C6H11NS | Amyl thiocyanate (bp 195C) | 17.1b | 19.5 | ref 18"
"nbs514:p28:007","28","C. ORGANIC LIQUIDS-Continued","C6H12","Cyclohexane","2.023","20","293.15","160","a","10 to 60","81,146,188,190,196,259,292","","four_figures","candidate_near_room","","C6H12 | Cyclohexane | 2.023 | 20 | a 0.160 | 10,60 | refs 81,146,188,190,196,259,292"
"nbs514:p28:008","28","C. ORGANIC LIQUIDS-Continued","C6H12","Methylcyclopentane","1.985","20","293.15","","","","248","","four_figures","candidate_near_room","","C6H12 | Methylcyclopentane | 1.985 | 20 | ref 248"
"nbs514:p28:009","28","C. ORGANIC LIQUIDS-Continued","C6H12","Ethylcyclobutane","1.965","20","293.15","","","","248","","four_figures","candidate_near_room","","C6H12 | Ethylcyclobutane | 1.965 | 20 | ref 248"
"nbs514:p28:010","28","C. ORGANIC LIQUIDS-Continued","C6H12","cis-3-Hexene","2.062","25","298.15","","","","239","","four_figures","candidate_near_room","","C6H12 | cis-3-Hexene | 2.062 | 25 | ref 239"
"nbs514:p28:011","28","C. ORGANIC LIQUIDS-Continued","C6H12","trans-3-Hexene","2.000","25","298.15","","","","239","","four_figures","candidate_near_room","","C6H12 | trans-3-Hexene | 2.000 | 25 | ref 239"
