repeat,representation,arm,fold,mae,rmse,r2,spearman,train_count,test_count
8,Morgan,baseline_v0.3,3,7.54660896244,10.8686107032,0.537669871729,0.689824000326,187,47
8,Morgan,augmented_pc_ec_train_only,3,7.57092445154,10.8215828533,0.541662167232,0.683578745661,189,47
8,Physical,baseline_v0.3,3,6.84949811909,11.0684031276,0.520516059376,0.734374097787,187,47
8,Physical,augmented_pc_ec_train_only,3,6.92958936304,10.7112045303,0.550964420785,0.70529054758,189,47
8,Morgan+Physical,baseline_v0.3,3,6.61770041023,10.5260910461,0.566350975858,0.73940445339,187,47
8,Morgan+Physical,augmented_pc_ec_train_only,3,6.69697579226,10.2706851328,0.587139855986,0.750274647106,189,47
8,Morgan,baseline_v0.3,4,5.81123049048,7.44984243247,0.450996576054,0.735470160601,188,46
8,Morgan,augmented_pc_ec_train_only,4,5.76213847492,7.40697543777,0.457296418888,0.71136569692,190,46
8,Physical,baseline_v0.3,4,5.56842213614,8.72526668427,0.246924882723,0.770986247072,188,46
8,Physical,augmented_pc_ec_train_only,4,5.94104040677,9.4546829309,0.115750513057,0.753284402839,190,46
8,Morgan+Physical,baseline_v0.3,4,4.76435792852,6.29105208006,0.608503900676,0.796003333964,188,46
8,Morgan+Physical,augmented_pc_ec_train_only,4,4.86279604663,6.37934532059,0.597437699237,0.784469735371,190,46
9,Morgan,baseline_v0.3,0,5.3271610286,7.43117961337,0.649373690768,0.805192553676,187,47
9,Morgan,augmented_pc_ec_train_only,0,5.38201158256,7.38907622482,0.653335574572,0.793223084476,189,47
9,Physical,baseline_v0.3,0,5.93911050659,8.57242626168,0.533408847377,0.749465163342,187,47
9,Physical,augmented_pc_ec_train_only,0,6.02409615878,8.68011660235,0.521612193167,0.763284186181,189,47
9,Morgan+Physical,baseline_v0.3,0,5.08595416106,7.32357410579,0.659454501215,0.792541196878,187,47
9,Morgan+Physical,augmented_pc_ec_train_only,0,5.0883728382,7.23121340337,0.667989865866,0.803527030934,189,47
9,Morgan,baseline_v0.3,1,4.96677995381,6.10091907538,0.486968390719,0.684027912802,187,47
9,Morgan,augmented_pc_ec_train_only,1,5.08959007823,6.09183784874,0.488494550575,0.673578616535,189,47
9,Physical,baseline_v0.3,1,5.55827370913,9.04078894426,-0.126590946539,0.719204417635,187,47
9,Physical,augmented_pc_ec_train_only,1,6.0777811608,10.5532561913,-0.535064250294,0.691914081987,189,47
9,Morgan+Physical,baseline_v0.3,1,4.69595400477,6.13553382625,0.481130306599,0.777254199394,187,47
9,Morgan+Physical,augmented_pc_ec_train_only,1,4.87444756885,6.67780094249,0.385360405882,0.788355352878,189,47
9,Morgan,baseline_v0.3,2,8.89263008037,25.8637932873,0.045048899952,0.710035562791,187,47
9,Morgan,augmented_pc_ec_train_only,2,8.76121494658,25.8098541171,0.0490278645123,0.725529887355,189,47
9,Physical,baseline_v0.3,2,7.59852601396,24.5504116905,0.139572562626,0.868046722857,187,47
9,Physical,augmented_pc_ec_train_only,2,7.52828925837,24.0934590714,0.171304456201,0.833352609234,189,47
9,Morgan+Physical,baseline_v0.3,2,7.99769912517,24.9942215142,0.108182641766,0.83806990977,187,47
9,Morgan+Physical,augmented_pc_ec_train_only,2,7.7938623167,24.6725084615,0.130992938819,0.859059241717,189,47
9,Morgan,baseline_v0.3,3,8.75116398984,14.6918930774,0.384856753754,0.778407667012,187,47
9,Morgan,augmented_pc_ec_train_only,3,8.8235891997,14.8269129312,0.37349835366,0.724506955538,189,47
9,Physical,baseline_v0.3,3,6.73121069869,11.240222236,0.639943597395,0.881327513305,187,47
9,Physical,augmented_pc_ec_train_only,3,6.93355938864,11.6984661871,0.609987442651,0.88884391931,189,47
9,Morgan+Physical,baseline_v0.3,3,7.12113396111,12.2254474264,0.574058195095,0.891445752158,187,47
9,Morgan+Physical,augmented_pc_ec_train_only,3,7.18581639609,12.3658766516,0.564216720964,0.887629730648,189,47
9,Morgan,baseline_v0.3,4,7.84975570323,16.8082510005,0.146586308233,0.658449513623,188,46
9,Morgan,augmented_pc_ec_train_only,4,7.56794387234,16.4176182919,0.185792938188,0.660111553143,190,46
9,Physical,baseline_v0.3,4,7.65829669763,13.9072175303,0.415754935917,0.86279951933,188,46
9,Physical,augmented_pc_ec_train_only,4,7.71452264555,13.315198541,0.464437883032,0.80667345152,190,46
9,Morgan+Physical,baseline_v0.3,4,7.56347171573,13.3452213201,0.462020015899,0.853028248816,188,46
9,Morgan+Physical,augmented_pc_ec_train_only,4,7.27622885265,13.2768527387,0.467518120682,0.814728014378,190,46
