Index,Solvent Name,CANON_SMILES,Temperature (K),Inverse temperature (1/K),EdgePool_log(Viscosity)_pred,is_within_training
616,"1,4-Dioxolane",C1COCCO1,290,0.0034482758620689,0.09971612,True
617,"1,4-Dioxolane",C1COCCO1,295,0.0033898305084745,0.06684366,True
618,"1,4-Dioxolane",C1COCCO1,300,0.0033333333333333,0.08237757,True
619,"1,4-Dioxolane",C1COCCO1,305,0.0032786885245901,0.032937855,True
620,"1,4-Dioxolane",C1COCCO1,310,0.0032258064516129,0.04425726,True
621,"1,4-Dioxolane",C1COCCO1,315,0.0031746031746031,0.01357535,True
622,"1,4-Dioxolane",C1COCCO1,320,0.003125,-0.022733944,True
623,"1,4-Dioxolane",C1COCCO1,325,0.003076923076923,-0.0622702,True
624,"1,4-Dioxolane",C1COCCO1,330,0.003030303030303,-0.09939734,True
625,Diethoxyethane (C6H14O2),CCOC(C)OCC,270,0.0037037037037037,-0.25105858,True
626,Diethoxyethane (C6H14O2),CCOC(C)OCC,275,0.0036363636363636,-0.21121071,True
627,Diethoxyethane (C6H14O2),CCOC(C)OCC,280,0.0035714285714285,-0.21453358,True
628,Diethoxyethane (C6H14O2),CCOC(C)OCC,285,0.0035087719298245,-0.23763183,True
629,Diethoxyethane (C6H14O2),CCOC(C)OCC,290,0.0034482758620689,-0.24775714,True
630,Diethoxyethane (C6H14O2),CCOC(C)OCC,295,0.0033898305084745,-0.25576553,True
631,Diethoxyethane (C6H14O2),CCOC(C)OCC,300,0.0033333333333333,-0.27251473,True
632,Diethoxyethane (C6H14O2),CCOC(C)OCC,305,0.0032786885245901,-0.29004654,True
633,Diethoxyethane (C6H14O2),CCOC(C)OCC,310,0.0032258064516129,-0.31014895,True
634,Diethoxyethane (C6H14O2),CCOC(C)OCC,315,0.0031746031746031,-0.34680966,True
635,Diethoxyethane (C6H14O2),CCOC(C)OCC,320,0.003125,-0.3777448,True
636,Diethoxyethane (C6H14O2),CCOC(C)OCC,325,0.003076923076923,-0.40840545,True
637,Diethoxyethane (C6H14O2),CCOC(C)OCC,330,0.003030303030303,-0.43357775,True
638,F3DEE,CCOCCOCC(F)(F)F,270,0.0037037037037037,0.012666786,False
639,F3DEE,CCOCCOCC(F)(F)F,275,0.0036363636363636,-0.007203618,False
640,F3DEE,CCOCCOCC(F)(F)F,280,0.0035714285714285,-0.007883919,False
641,F3DEE,CCOCCOCC(F)(F)F,285,0.0035087719298245,0.013931751,False
642,F3DEE,CCOCCOCC(F)(F)F,290,0.0034482758620689,-0.0069718566,False
643,F3DEE,CCOCCOCC(F)(F)F,295,0.0033898305084745,-0.0518139,False
644,F3DEE,CCOCCOCC(F)(F)F,300,0.0033333333333333,-0.09371946,False
645,F3DEE,CCOCCOCC(F)(F)F,305,0.0032786885245901,-0.10154483,False
646,F3DEE,CCOCCOCC(F)(F)F,310,0.0032258064516129,-0.12995356,False
647,F3DEE,CCOCCOCC(F)(F)F,315,0.0031746031746031,-0.1636648,False
648,F3DEE,CCOCCOCC(F)(F)F,320,0.003125,-0.19234315,False
649,F3DEE,CCOCCOCC(F)(F)F,325,0.003076923076923,-0.22019067,False
650,F3DEE,CCOCCOCC(F)(F)F,330,0.003030303030303,-0.26936683,False
651,F4DEE,FC(F)COCCOCC(F)F,270,0.0037037037037037,0.41530594,False
652,F4DEE,FC(F)COCCOCC(F)F,275,0.0036363636363636,0.3848362,False
653,F4DEE,FC(F)COCCOCC(F)F,280,0.0035714285714285,0.32437366,False
654,F4DEE,FC(F)COCCOCC(F)F,285,0.0035087719298245,0.24064106,False
655,F4DEE,FC(F)COCCOCC(F)F,290,0.0034482758620689,0.16992709,False
656,F4DEE,FC(F)COCCOCC(F)F,295,0.0033898305084745,0.12599643,False
657,F4DEE,FC(F)COCCOCC(F)F,300,0.0033333333333333,0.10487894,False
658,F4DEE,FC(F)COCCOCC(F)F,305,0.0032786885245901,0.06884194,False
659,F4DEE,FC(F)COCCOCC(F)F,310,0.0032258064516129,0.028932666,False
660,F4DEE,FC(F)COCCOCC(F)F,315,0.0031746031746031,-0.008251941,False
661,F4DEE,FC(F)COCCOCC(F)F,320,0.003125,-0.04184302,False
662,F4DEE,FC(F)COCCOCC(F)F,325,0.003076923076923,-0.06868354,False
663,F4DEE,FC(F)COCCOCC(F)F,330,0.003030303030303,-0.09570312,False
664,F5DEE,FC(F)COCCOCC(F)(F)F,270,0.0037037037037037,0.27548203,False
665,F5DEE,FC(F)COCCOCC(F)(F)F,275,0.0036363636363636,0.26901272,False
666,F5DEE,FC(F)COCCOCC(F)(F)F,280,0.0035714285714285,0.23855008,False
667,F5DEE,FC(F)COCCOCC(F)(F)F,285,0.0035087719298245,0.21330583,False
668,F5DEE,FC(F)COCCOCC(F)(F)F,290,0.0034482758620689,0.17938071,False
669,F5DEE,FC(F)COCCOCC(F)(F)F,295,0.0033898305084745,0.13553719,False
670,F5DEE,FC(F)COCCOCC(F)(F)F,300,0.0033333333333333,0.086745314,False
671,F5DEE,FC(F)COCCOCC(F)(F)F,305,0.0032786885245901,0.034419194,False
672,F5DEE,FC(F)COCCOCC(F)(F)F,310,0.0032258064516129,-0.014226137,False
673,F5DEE,FC(F)COCCOCC(F)(F)F,315,0.0031746031746031,-0.05881059,False
674,F5DEE,FC(F)COCCOCC(F)(F)F,320,0.003125,-0.09628963,False
675,F5DEE,FC(F)COCCOCC(F)(F)F,325,0.003076923076923,-0.13424034,False
676,F5DEE,FC(F)COCCOCC(F)(F)F,330,0.003030303030303,-0.1749062,False
677,F6DEE,FC(F)(F)COCCOCC(F)(F)F,270,0.0037037037037037,0.12798962,False
678,F6DEE,FC(F)(F)COCCOCC(F)(F)F,275,0.0036363636363636,0.13290918,False
679,F6DEE,FC(F)(F)COCCOCC(F)(F)F,280,0.0035714285714285,0.13322285,False
680,F6DEE,FC(F)(F)COCCOCC(F)(F)F,285,0.0035087719298245,0.16016813,False
681,F6DEE,FC(F)(F)COCCOCC(F)(F)F,290,0.0034482758620689,0.13835557,False
682,F6DEE,FC(F)(F)COCCOCC(F)(F)F,295,0.0033898305084745,0.08493336,False
683,F6DEE,FC(F)(F)COCCOCC(F)(F)F,300,0.0033333333333333,0.009232752,False
684,F6DEE,FC(F)(F)COCCOCC(F)(F)F,305,0.0032786885245901,-0.02267077,False
685,F6DEE,FC(F)(F)COCCOCC(F)(F)F,310,0.0032258064516129,-0.08021495,False
686,F6DEE,FC(F)(F)COCCOCC(F)(F)F,315,0.0031746031746031,-0.12698248,False
687,F6DEE,FC(F)(F)COCCOCC(F)(F)F,320,0.003125,-0.16603008,False
688,F6DEE,FC(F)(F)COCCOCC(F)(F)F,325,0.003076923076923,-0.20682037,False
689,F6DEE,FC(F)(F)COCCOCC(F)(F)F,330,0.003030303030303,-0.2615258,False
