inchikey,name,smiles,canonical_smiles,structure_check,in_epsilon_roster,epsilon,in_anchor_roster,themol_uuid,themol_h5_file,natoms,geometry_sha256,source_dataset,source_level,source_license,xtb_version,unit_check,homo_gfn2_eV,lumo_gfn2_eV,gap_gfn2_eV,batt_homo_eV,batt_lumo_eV,batt_gap_eV,pubchemqc_homo_eV,pubchemqc_lumo_eV,gfn2_minus_batt_homo_eV,gfn2_minus_batt_lumo_eV,gfn2_minus_batt_gap_eV,gfn2_minus_pubchemqc_homo_eV,gfn2_minus_pubchemqc_lumo_eV,calib_homo_eV,calib_lumo_eV,calibration_id,role
RJUFJBKOKNCXHH-UHFFFAOYSA-N,methyl propionate,CCC(=O)OC,CCC(=O)OC,inchikey_match,true,6.2,true,02d7096791405e1a85d7a7a83b3c4b3b,hessian_36.h5,14,52728b810e71a36c1c95b0db1c24ce8d81e118f830c57a331434d5728a0812df,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.3145,-6.355,4.9595,-10.4822998047,1.59080004692,12.07309985162,-7.401497,0.304768,-0.8322001953000004,-7.9458000469200005,-7.11359985162,-3.9130030000000007,-6.659768000000001,,,,paired_anchor
RLSSMJSEOOYNOY-UHFFFAOYSA-N,m-Cresol,Cc1cccc(O)c1,Cc1cccc(O)c1,inchikey_match,true,11.8,false,1a33d97263655ce1b4001053f9a89657,hessian_37.h5,16,d8f1b2aa960ede7c836311052ad6221a35bcfb1fd3576eae2a9ec2d094f414c0,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.2875,-6.0516,4.2359,,,,-5.771535,0.141499,,,,-4.515965,-6.193098999999999,,,,uncalibrated_reference
ROSDSFDQCJNGOL-UHFFFAOYSA-N,Dimethylamine,CNC,CNC,inchikey_match,true,5.26,false,6410625beef854f8ad2b1620d85874af,hessian_28.h5,10,2bd4a0855415dac51b9d92445a72c8ce7f6607c52955a32d55f4922a1e00fa18,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-9.677,1.1918,10.8688,,,,-5.918476,2.337458,,,,-3.7585239999999995,-1.1456579999999998,,,,uncalibrated_reference
RRHGJUQNOFWUDK-UHFFFAOYSA-N,"2-Methyl-1,3-butadiene (Isoprene)",C=CC(=C)C,C=CC(=C)C,inchikey_match,true,2.10,false,2ba73c555d735ab69a64f74f4cbe02d9,hessian_26.h5,13,537c76678f5527478aa2833326cb2c34639d71edea0b98c800ad92af391178c6,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.32,-6.4623,3.8577000000000004,,,,-6.302157,-0.136057,,,,-4.017843,-6.326243,,,,uncalibrated_reference
RUOJZAUFBMNUDX-UHFFFAOYSA-N,propylene carbonate,CC1COC(=O)O1,CC1COC(=O)O1,inchikey_match,true,64.9,true,6f08b98c39b1507b8ff04aa23a56d550,hessian_4.h5,13,10c7b313faebb3a08cee8c1b3fe4c11b3d4e47f20e5a5fb9ae8d594f20d898a5,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-12.2801,-6.3083,5.971799999999999,-11.1265001297,1.52289998531,12.64940011501,-8.016474,1.042196,-1.153599870299999,-7.8311999853100005,-6.677600115010001,-4.263625999999999,-7.350496,,,,paired_anchor
RWNKSTSCBHKHTB-UHFFFAOYSA-N,"Hexachloro-1,3-butadiene",ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,inchikey_match,true,2.55,false,f77afce1c177559d8d97ef2856b85216,hessian_26.h5,10,76228f9ac61f60c61e1f35139c54d9ee3934b82fe119d3c8f7edcc67c966a698,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.4833,-8.062,3.4213000000000005,,,,-7.181085,-1.515674,,,,-4.3022149999999995,-6.546326,,,,uncalibrated_reference
RYHBNJHYFVUHQT-UHFFFAOYSA-N,"1,4-dioxane",C1COCCO1,C1COCCO1,inchikey_match,true,2.228,true,85f9421ad4e25c549ec5fee49c08c482,hessian_10.h5,14,fb3f14df93bef00a3f619741784af7920d9b444612e7eb869aa3de30bc8726c7,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.6891,-0.1895,10.4996,-9.25850009918,1.77250003815,11.03100013733,-6.43005,2.255824,-1.430599900819999,-1.96200003815,-0.5314001373300012,-4.25905,-2.4453240000000003,,,,paired_anchor
SBLRHMKNNHXPHG-UHFFFAOYSA-N,fluoroethylene carbonate,O=C1OCC(F)O1,O=C1OCC(F)O1,inchikey_match,true,78.4,false,9fd690dd07885cb5bfa2c8e405c62dc9,hessian_21.h5,10,39d9c116a47d31b5f4375da8971597c35bf25c2dba8395d2f615a957982051e8,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-12.9941,-7.0214,5.9727,-11.6808004379,1.44640004635,13.12720048425,,,-1.3132995620999992,-8.46780004635,-7.154500484250001,,,,,,paired_anchor
SDJHPPZKZZWAKF-UHFFFAOYSA-N,"2,3-dimethyl-1,3-butadiene",C=C(C)C(=C)C,C=C(C)C(=C)C,inchikey_match,true,2.10,false,de312cd44ab05d59a954e5ced09d5e92,hessian_11.h5,16,e8ec7ec99a1fdcde6e565a3265e52d6848091b5a77fb1b575c7ee5c81b6dcaab,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.1532,-6.5062,3.6470000000000002,,,,,,,,,,,,,,uncalibrated_reference
SECXISVLQFMRJM-UHFFFAOYSA-N,N-methylpyrrolidone,CN1CCCC1=O,CN1CCCC1=O,inchikey_match,true,32.2,true,fad658df84a05af7aae1c4dd19d41586,hessian_11.h5,16,a28e88924051139f8b64a01c959d9031549a0aae6344f68d77ed194e98fd6904,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.4606,-5.5997,4.860899999999999,-9.14280033112,1.67750000954,10.82030034066,-6.323926,0.976889,-1.3177996688799993,-7.2772000095400005,-5.95940034066,-4.136673999999999,-6.576589,,,,paired_anchor
SFPQFQUXAJOWNF-UHFFFAOYSA-N,m-Diiodobenzene,Ic1cccc(I)c1,Ic1cccc(I)c1,inchikey_match,true,4.25,false,547227060940522e98f7dd4e43d5fb96,hessian_16.h5,12,79e0f0ff42189d9d7c791865ea8442f3f8275b90760ddd907abe56c2ab14698a,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.1937,-7.3845,3.8091999999999997,,,,-6.323926,-3.336116,,,,-4.869774,-4.048384,,,,uncalibrated_reference
SHQSVMDWKBRBGB-UHFFFAOYSA-N,cyclobutanone,O=C1CCC1,O=C1CCC1,inchikey_match,true,14.96,false,1aa48d4113b555bba760643159308d16,hessian_31.h5,11,1ebbf07c81d3d921a069f5b68563789bd9e5744cbb806638127107d32ea7c298,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.7925,-6.9951,3.7974000000000006,,,,-6.609645,-0.560555,,,,-4.182855,-6.434545,,,,uncalibrated_reference
SNHMUERNLJLMHN-UHFFFAOYSA-N,Iodobenzene,Ic1ccccc1,Ic1ccccc1,inchikey_match,true,4.63,false,51061bedc57e5a61b43ea6397c0a98b1,hessian_32.h5,12,02022a153508126da26b03b028ad2e49da59f9b63ad77eb52e8a2d7caa3d5f1a,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.8547,-6.8192,4.035499999999999,,,,-6.038206,-2.944272,,,,-4.816494,-3.8749280000000006,,,,uncalibrated_reference
SPEUIVXLLWOEMJ-UHFFFAOYSA-N,"1,1-Dimethoxyethane",COC(C)OC,COC(C)OC,inchikey_match,true,3.49,true,10504daa177152a8b30772375a9853a2,hessian_42.h5,16,9116b221c781affbdedc952f1c4dee0c0e922bb61c8e9ee43645dd07e63fb1de,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.0451,0.1975,11.2426,-9.85820007324,1.75619995594,11.61440002918,-6.952509,2.522495,-1.186899926759999,-1.5586999559399999,-0.371800029180001,-4.092591,-2.3249950000000004,,,,paired_anchor
SWXVUIWOUIDPGS-UHFFFAOYSA-N,4-Hydroxy-4-methyl-2-pentanone (Diacetone alcohol),CC(=O)CC(C)(C)O,CC(=O)CC(C)(C)O,inchikey_match,true,18.2,false,55ec4f1638b8527888b6e82caaeec997,hessian_21.h5,20,5985b2749f12a0ecd39ae7f73c4d91dd258704f0ce794bd5b2f0e567b3cc2fbe,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.804,-6.9593,3.8447000000000005,,,,-6.721212,-0.726544,,,,-4.082788,-6.232756,,,,uncalibrated_reference
TZIHFWKZFHZASV-UHFFFAOYSA-N,methyl methanoate,COC=O,COC=O,inchikey_match,false,,true,9cb2608c63745e1fbd37f49c71773298,hessian_36.h5,8,4c5e5e8045cbdae320ce8149218230439a8cedc3939ec4a6e3aa7ed2a670ddf6,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.8595,-6.9358,4.9237,-10.8528003693,1.60969996452,12.462500333820001,-7.749802,0.038096,-1.0066996307,-8.545499964520001,-7.538800333820001,-4.109698000000001,-6.973896000000001,,,,paired_anchor
UAEPNZWRGJTJPN-UHFFFAOYSA-N,methylcyclohexane,CC1CCCCC1,CC1CCCCC1,inchikey_match,true,2.01,false,c6637d32fe7150b8b5036c575afee30e,hessian_14.h5,21,564570d6bf3730285ff5e4a9a9aef724514b40c939d91928ed70e8a79680b3fb,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.0842,1.6566,12.7408,,,,-7.823273,2.12793,,,,-3.260926999999999,-0.47133,,,,uncalibrated_reference
UEEJHVSXFDXPFK-UHFFFAOYSA-N,"2-(N,N-dimethylamino)ethanol",CN(C)CCO,CN(C)CCO,inchikey_match,true,17.18,false,19896230577e56999e776e3e12e97b63,hessian_32.h5,17,ddedf15e5b6cd38495a8c669fde85b9e17018ff9c275f9cb5d51335c84dee2d6,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-9.5496,-0.0802,9.4694,,,,-6.114398,2.146978,,,,-3.4352019999999994,-2.227178,,,,uncalibrated_reference
UHOVQNZJYSORNB-UHFFFAOYSA-N,Benzene,c1ccccc1,c1ccccc1,inchikey_match,true,2.284,false,f1cf88590fec56ce89e55fb5523fc047,hessian_36.h5,12,6d0395e8cf41e12c8f35152b349b2d24e5a38e61942c5fa4b2a718e2ff5fb349,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.8884,-6.112,4.776400000000001,,,,-6.696722,0.084355,,,,-4.1916780000000005,-6.1963550000000005,,,,uncalibrated_reference
UJBOOUHRTQVGRU-UHFFFAOYSA-N,3-Methylcyclohexanone,CC1CCCC(=O)C1,CC1CCCC(=O)C1,inchikey_match,true,12.4,true,07eb4a364db25ea7b3460e39a8b8bfa7,hessian_17.h5,20,26e8cd7f2b31486eba2926d6b69e482fd38e1d3816221b38d292b7525b6d4d57,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.6066,-6.8643,3.7423,-9.35229969025,1.65359997749,11.00589966774,-6.353858,-0.323815,-1.2543003097500005,-8.51789997749,-7.263599667739999,-4.2527420000000005,-6.540485,,,,paired_anchor
UQEAIHBTYFGYIE-UHFFFAOYSA-N,Hexamethyldisiloxane,C[Si](C)(C)O[Si](C)(C)C,C[Si](C)(C)O[Si](C)(C)C,inchikey_match,true,2.17,false,3a822db504c554c9b0b6f9728f27a664,hessian_27.h5,27,27560e3739e262ffc66335ab950f3049826761c253606f0b797bc2ee90e0e50e,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.3737,-3.9038,6.469899999999999,,,,,,,,,,,,,,uncalibrated_reference
UUIQMZJEGPQKFD-UHFFFAOYSA-N,methyl butyrate,CCCC(=O)OC,CCCC(=O)OC,inchikey_match,true,5.48,true,239478fbb877565498c1dadf2ed30c32,hessian_20.h5,17,52d65635ae32772b930714a834e7951e5934f7bc2dc8165d685fc12239cd6598,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.3165,-6.3579,4.9586,-10.448800087,1.62479996681,12.07360005381,-7.355237,0.340142,-0.8676999129999992,-7.982699966809999,-7.115000053810001,-3.9612629999999998,-6.698042,,,,paired_anchor
VAYTZRYEBVHVLE-UHFFFAOYSA-N,vinylene carbonate,O=c1occo1,O=c1occo1,inchikey_match,true,126,true,6f9ace5b5066525797c17f254ef73570,hessian_4.h5,8,868e0fdeac69a62d20cf514f9c80064bcf32ddad3c9c314b526063536b88298e,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.9573,-6.9797,4.9776,-9.58710002899,1.43830001354,11.025400042529999,-6.941624,-0.133336,-2.370199971010001,-8.41800001354,-6.047800042529999,-5.015676,-6.846364,,,,paired_anchor
VGVHNLRUAMRIEW-UHFFFAOYSA-N,4-Methylcyclohexanone,CC1CCC(=O)CC1,CC1CCC(=O)CC1,inchikey_match,true,12.4,true,d5108ee59ad0559183f265b89c650f75,hessian_0.h5,20,b96779ad848c7263ad203ae60d07b1884c7419c9c155fe4c1dbc101eaea7b003,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.5741,-6.7824,3.7916999999999996,-9.34549999237,1.61459994316,10.96009993553,-6.359301,-0.329258,-1.2286000076299999,-8.39699994316,-7.16839993553,-4.214798999999999,-6.453142,,,,paired_anchor
VHCSBTPOPKFYIU-UHFFFAOYSA-N,CompMol7890,O=S(=O)(Cl)CCCl,O=S(=O)(Cl)CCCl,inchikey_match,false,,true,08562c2fb1865dd4aa651b6c87edff62,hessian_43.h5,11,afd66fbb239795e2a3cf04e616e02b3b3937c137ae1cb07d140c20d6a903839b,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-12.047,-7.9276,4.119400000000001,-11.2919998169,0.515200018883,11.807199835783,-8.865469,-2.157863,-0.7550001830999999,-8.442800018883,-7.687799835783,-3.1815310000000014,-5.769737,,,,paired_anchor
VONWDASPFIQPDY-UHFFFAOYSA-N,dimethyl methanephosphonate,COP(C)(=O)OC,COP(C)(=O)OC,inchikey_match,false,,true,1e5c3ba841a15795b05feb8e409878ca,hessian_30.h5,16,5e72703e7c8a2bb1dea20945b0db0c0712d675334a039b3f3b5a0b7005dedf85,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.5502,-2.104,9.446200000000001,-10.7714996338,1.56739997864,12.338899612439999,-7.597419,1.665337,-0.7787003662000007,-3.6713999786400002,-2.8926996124399977,-3.952781,-3.769337,,,,paired_anchor
WEVYAHXRMPXWCK-UHFFFAOYSA-N,Acetonitrile,CC#N,CC#N,inchikey_match,true,37.5,true,e0ba74c870285aa8a6a0002a7757c509,hessian_12.h5,6,821bedcaede25d03dbd5d49554900651fc2a58063af66f214d417fba8467f444,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.6847,-5.7952,5.889499999999999,-12.0889997482,1.74109995365,13.83009970185,-8.889959,0.949677,0.4042997481999997,-7.53629995365,-7.94059970185,-2.794741,-6.744877000000001,,,,paired_anchor
WFCLYEAZTHWNEH-UHFFFAOYSA-N,Ethyl thiocyanate,CCSC#N,CCSC#N,inchikey_match,true,29.3,false,d597258940765907add0cb0a1be6fd79,hessian_9.h5,10,2a5a3c500ab5d12098ffce2dfed9855d0c21d2ca6b01e18059e66c97cf57a7f3,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.8824,-7.2166,3.665800000000001,,,,-7.1702,-0.623141,,,,-3.7122,-6.593458999999999,,,,uncalibrated_reference
WNXJIVFYUVYPPR-UHFFFAOYSA-N,"1,3-dioxolane",C1COCO1,C1COCO1,inchikey_match,true,7.3,true,1220a6d0e8de584596db36eb487d6329,hessian_42.h5,11,253603a0c7b8a0c285e71334cb0e3aa3605d2a0b2230de3aa45436ab0648360c,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.1286,-0.4131,10.7155,-9.7484998703,1.6971000433,11.4455999136,-6.846384,2.114325,-1.3801001297000006,-2.1102000433,-0.7300999136000001,-4.282216000000001,-2.527425,,,,paired_anchor
WQONPSCCEXUXTQ-UHFFFAOYSA-N,o-Dibromobenzene,Brc1ccccc1Br,Brc1ccccc1Br,inchikey_match,true,7.35,false,5f42846ea79b5019bfb6707e5b075af4,hessian_47.h5,12,4c3220a600e4ba341fc285f553f725cccaf8ee6242bf7e20e528b028889ba584,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.0709,-7.3942,3.6767000000000003,,,,-6.76475,-0.810899,,,,-4.30615,-6.583301,,,,uncalibrated_reference
WRWPPGUCZBJXKX-UHFFFAOYSA-N,p-Fluorotoluene,Cc1ccc(F)cc1,Cc1ccc(F)cc1,inchikey_match,true,5.86,false,38512937f7005573b3902922f5f0e3d0,hessian_30.h5,15,266f453b4704b3962087c0e8646ea2a4c61f51d7a6b2a0e564c70d0a335a3076,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.8546,-6.513,4.3416,,,,-6.242292,-0.209528,,,,-4.612308,-6.303472,,,,uncalibrated_reference
WSLDOOZREJYCGB-UHFFFAOYSA-N,"1,2-dichloroethane",ClCCCl,ClCCCl,inchikey_match,true,10.7,false,5d7cd0962e705914b6f914ff5174c777,hessian_24.h5,8,e7d2959339cb7286dae9327923d7abc7490600f56641cb0a774a69afea3934b6,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.4141,-5.0044,6.409699999999999,,,,-8.307636,0.187759,,,,-3.106463999999999,-5.192159,,,,uncalibrated_reference
WVDDGKGOMKODPV-UHFFFAOYSA-N,Benzyl alcohol,OCc1ccccc1,OCc1ccccc1,inchikey_match,true,13.1,false,25129745b33b50b8ba1b734a59d2a175,hessian_4.h5,16,73127e72cbcb29696f4185fee7692e035c3df09386f4aed41132b6340d01d90c,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.8478,-6.2747,4.573099999999999,,,,-6.547059,-0.106124,,,,-4.3007409999999995,-6.168576,,,,uncalibrated_reference
WVLBCYQITXONBZ-UHFFFAOYSA-N,trimethyl phosphate,COP(=O)(OC)OC,COP(=O)(OC)OC,inchikey_match,true,21.6,true,3aa1e059666f5f6f9ea35497d8942141,hessian_12.h5,17,7cf1b7cfca9e99681a5f538bdc688c942c7ebd6ca65493e11893b0979657bc5d,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.7164,-2.3097,9.4067,-10.9423999786,1.56470000744,12.50709998604,-8.040964,1.229955,-0.7740000214000009,-3.87440000744,-3.1003999860399993,-3.6754359999999995,-3.5396549999999998,,,,paired_anchor
WYJOVVXUZNRJQY-UHFFFAOYSA-N,2-acetylthiophene,CC(=O)c1cccs1,CC(=O)c1cccs1,inchikey_match,true,29.19,true,2eb207555b2755af9413c98badbc2966,hessian_9.h5,14,fd2a9c385dab1341a06f32a4a982a7861418356cac0d46a8fb4bba1976ce3caf,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.8829,-7.9637,2.919199999999999,-9.31280040741,0.356200009584,9.669000416994,-6.813731,-1.657173,-1.5700995925899992,-8.319900009584,-6.749800416994002,-4.069169,-6.306527,,,,paired_anchor
WYURNTSHIVDZCO-UHFFFAOYSA-N,tetrahydrofuran,C1CCOC1,C1CCOC1,inchikey_match,true,7.5,true,a7982b77d36051f4b70a0715cbbdfc55,hessian_6.h5,13,db640e168e970c351a166fd37e7514f881fe66008958b48ae74b0515df591897,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.551,0.0361,10.5871,-9.48349952698,1.78659999371,11.27009952069,-6.353858,2.070786,-1.0675004730200008,-1.7504999937099999,-0.6829995206900001,-4.197142,-2.034686,,,,paired_anchor
WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,CC(F)(F)CC(F)(F)F,inchikey_match,true,11.8861,false,cee2e424a2fe5319859909902387574d,hessian_7.h5,14,9534d6ce086a48e44d5c4f1198cb8b07c41f4c5c210161916a7380f765c3dc15,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-13.281,-1.4533,11.8277,,,,-9.39337,1.907518,,,,-3.8876299999999997,-3.360818,,,,uncalibrated_reference
XCIXKGXIYUWCLL-UHFFFAOYSA-N,Cyclopentanol,OC1CCCC1,OC1CCCC1,inchikey_match,true,18.0,false,916ac10a4bd152038fcf4cb6c2db3635,hessian_14.h5,16,48917b498e389f099c8ab57fac219f482db184d1637fa434dc332b01b0bbc8a9,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.0125,0.2923,11.3048,,,,-6.794683,1.708875,,,,-4.217816999999999,-1.416575,,,,uncalibrated_reference
