representation,repeat,fold,seed,train_count,test_count,mae,rmse,r2,spearman,auc_gt15,auc_gt30,mae_lt20,mae_20_60,mae_gt60,model_params
Morgan+Physical,8,4,86,189,47,4.69699084278,5.93596247188,0.721925115958,0.738342343693,0.84595959596,0.969696969697,4.06717351591,7.76735031128,nan,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":86,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,9,0,87,188,48,6.77669102875,12.5253541768,0.33628717452,0.772450904274,0.929398148148,0.878968253968,4.21400413952,12.8204963248,66.9775295258,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":87,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,9,0,87,188,48,6.66682184168,10.8299485676,0.503804332564,0.744049719383,0.893518518519,0.97619047619,6.21388718162,8.07546610151,14.9236984253,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":87,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,9,0,87,188,48,6.36336792795,9.9804160286,0.578597148855,0.799934867564,0.93287037037,0.972222222222,4.89200742922,9.83010692051,40.9506149292,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":87,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,9,1,88,189,47,5.47891279531,7.16977952504,0.70766901721,0.763198993732,0.871212121212,0.93023255814,4.179864431,10.9637836668,nan,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":88,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,9,1,88,189,47,4.59704472673,7.67332480863,0.665165338776,0.890000289464,0.919913419913,0.988372093023,2.44258850336,13.6936376699,nan,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":88,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,9,1,88,189,47,3.82552305065,5.56283804319,0.824022932374,0.887604070305,0.928571428571,0.994186046512,2.78236990032,8.22994746314,nan,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":88,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,9,2,89,189,47,5.51758345348,7.07610191714,0.665328648246,0.68905283251,0.867965367965,0.92380952381,4.99225711008,6.31955629137,17.7369026184,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":89,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,9,2,89,189,47,5.30741909179,8.43828666357,0.524074550131,0.791616075333,0.876623376623,0.909523809524,3.50936856682,9.33114132616,35.6217884064,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":89,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,9,2,89,189,47,5.07878634846,7.12060189625,0.661106069982,0.795316566811,0.887445887446,0.947619047619,3.93401454214,7.38500820584,26.6793464661,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":89,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,9,3,90,189,47,12.4409588951,29.9237915386,0.0479895068694,0.623355598378,0.842911877395,0.664285714286,5.70836771728,9.41214311981,98.8397114944,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":90,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,9,3,90,189,47,10.486271347,28.9344786515,0.109897917517,0.835467923677,0.942528735632,0.889285714286,2.90669470971,9.10017454529,101.008462575,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":90,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,9,3,90,189,47,10.8378202212,29.0523325589,0.1026321465,0.780723309858,0.921455938697,0.817857142857,3.77757156276,8.11678556824,99.9240871938,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":90,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,9,4,91,189,47,7.97226143296,13.4759383865,0.322562707267,0.774665451516,0.971804511278,0.872972972973,3.93224946372,12.4279275761,47.8984620667,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":91,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,9,4,91,189,47,6.56109688314,9.57524417567,0.65798056704,0.854037177657,0.951127819549,0.962162162162,4.20867632903,9.339173467,28.7075765228,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":91,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,9,4,91,189,47,6.25321319611,10.5237516186,0.586864755582,0.877684947318,0.981203007519,0.956756756757,3.61319899771,8.171617733,38.3030202484,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":91,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
