inchikey,pubchem_cid,pubchem_version,record_name,formula,molecular_mass,charge,multiplicity,source_dataset,source_level,source_license,source_doi,homo_eV,lumo_eV,gap_eV,homo_beta_eV,lumo_beta_eV,dipole_debye,unit_check,structure_check,tags,in_key_registry,in_batt_orbit_pool,in_epsilon_roster,in_viscosity_roster,in_viscosity_sample,in_calibration_sample,batt_homo_eV,batt_lumo_eV,batt_minus_pubchemqc_homo_eV,batt_minus_pubchemqc_lumo_eV,calib_homo_eV,calib_lumo_eV,calibration_id,role
NEZRFXZYPAIZAD-UHFFFAOYSA-N,252322,20160829,000252322.B3LYP@PM6.S0,C6H12,84.159480,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.643678,2.402765,10.046443,-7.643678,2.402765,0.053420,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest,true,false,true,false,false,false,,,,,-10.580379,,linear_2fold_v1,calibrated_estimate
NGDLSXMSQYUVSJ-UHFFFAOYSA-N,331,20160829,000000331.B3LYP@PM6.S0,C6H14N2O2,146.187560,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.046370,0.059865,6.106235,-6.046370,0.059865,4.509162,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.961905,,linear_2fold_v1,calibrated_estimate
NGFSMHKFTZROKJ-UHFFFAOYSA-N,202,20160829,000000202.B3LYP@PM6.S0,C30H52O7P2,586.677202,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.662689,-0.315652,5.347037,-5.662689,-0.315652,3.581449,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.573140,,linear_2fold_v1,calibrated_estimate
NGHVIOIJCVXTGV-UHFFFAOYSA-N,162,20160829,000000162.B3LYP@PM6.S0,C8H12N2O3S,216.257480,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.427329,-1.017706,5.409623,-6.427329,-1.017706,5.363081,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.347912,,linear_2fold_v1,calibrated_estimate
NGSWKAQJJWESNS-UHFFFAOYSA-N,322,20160829,000000322.B3LYP@PM6.S0,C9H8O3,164.158020,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.089908,-1.766019,4.323889,-6.089908,-1.766019,6.769366,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.006020,,linear_2fold_v1,calibrated_estimate
NHNODHRSCRALBF-UHFFFAOYSA-N,53,20160829,000000053.B3LYP@PM6.S0,C26H42N7O18P3S,865.634063,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.755208,-1.899355,3.855853,-5.755208,-1.899355,5.649334,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.666885,,linear_2fold_v1,calibrated_estimate
NHTMVDHEPJAVLT-UHFFFAOYSA-N,10907,20160829,000010907.B3LYP@PM6.S0,C8H18,114.228520,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.975657,2.084392,10.060049,-7.975657,2.084392,0.075498,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-10.916757,,linear_2fold_v1,calibrated_estimate
NIUVHXTXUXOFEB-UHFFFAOYSA-N,321,20160829,000000321.B3LYP@PM6.S0,C36H44N4O8,660.756560,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.115740,-0.552391,4.563349,-5.115740,-0.552391,9.895668,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.018944,,linear_2fold_v1,calibrated_estimate
NKDDWNXOKDWJAK-UHFFFAOYSA-N,8020,20160829,000008020.B3LYP@PM6.S0,C3H8O2,76.094420,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.088566,2.566034,9.654599,-7.088566,2.566034,0.350110,dataset_level_eV,inchikey_match_target,batt_orbit_pool;key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,true,false,true,true,false,-10.299600,1.684500,-3.211034,-0.881534,,,,paired_anchor
NKOUWLLFHNBUDW-UHFFFAOYSA-N,7790,20160829,000007790.B3LYP@PM6.S0,C12H22O4,230.300680,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.311699,0.334700,7.646399,-7.311699,0.334700,0.912883,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-10.244001,,linear_2fold_v1,calibrated_estimate
NLXFONFHPKEHOZ-UHFFFAOYSA-N,168506,20160829,000168506.B3LYP@PM6.S0,C4H13NO4S,171.215320,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.913034,-0.429940,5.483094,-5.913034,-0.429940,3.244918,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-8.826802,,linear_2fold_v1,calibrated_estimate
NMDWGEGFJUBKLB-UHFFFAOYSA-N,22,20160829,000000022.B3LYP@PM6.S0,C5H8O4,132.114620,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.336189,-1.314310,6.021880,-7.336189,-1.314310,2.777161,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.268815,,linear_2fold_v1,calibrated_estimate
NNBZCPXTIHJBJL-UHFFFAOYSA-N,7044,20160829,000007044.B3LYP@PM6.S0,C10H18,138.249920,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.298093,2.446304,9.744397,-7.298093,2.446304,0.000034,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-10.230215,,linear_2fold_v1,calibrated_estimate
NNPPMTNAJDCUHE-UHFFFAOYSA-N,6360,20160829,000006360.B3LYP@PM6.S0,C4H10,58.122200,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-8.674990,2.353785,11.028774,-8.674990,2.353785,0.056602,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-11.625357,,linear_2fold_v1,calibrated_estimate
NOOLISFMXDJSKH-KXUCPTDWSA-N,16666,20160829,000016666.B3LYP@PM6.S0,C10H20O,156.265200,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.811010,1.964662,8.775672,-6.811010,1.964662,1.805575,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-9.736677,,linear_2fold_v1,calibrated_estimate
NOTGFIUVDGNKRI-UHFFFAOYSA-N,200,20160829,000000200.B3LYP@PM6.S0,C9H15N4O8P,338.211161,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.080366,0.111567,5.191932,-5.080366,0.111567,2.684473,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-7.983101,,linear_2fold_v1,calibrated_estimate
NPDACUSDTOMAMK-UHFFFAOYSA-N,7810,20160829,000007810.B3LYP@PM6.S0,C7H7Cl,126.583480,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.351137,-0.329258,6.021880,-6.351137,-0.329258,2.208803,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,false,true,true,false,false,,,,,-9.270711,,linear_2fold_v1,calibrated_estimate
NQPDZGIKBAWPEJ-UHFFFAOYSA-N,7991,20160829,000007991.B3LYP@PM6.S0,C5H10O2,102.131700,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.458641,0.217691,7.676332,-7.458641,0.217691,4.238874,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,false,true,true,false,false,,,,,-10.392890,,linear_2fold_v1,calibrated_estimate
NQRKYASMKDDGHT-UHFFFAOYSA-N,286,20160829,000000286.B3LYP@PM6.S0,C2H5NO3,91.066000,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.074960,0.179595,7.254555,-7.074960,0.179595,5.126956,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.004125,,linear_2fold_v1,calibrated_estimate
NSGXIBWMJZWTPY-UHFFFAOYSA-N,12722,20160829,000012722.B3LYP@PM6.S0,C3H2F6,152.038399,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-10.762103,1.722481,12.484583,-10.762103,1.722481,2.182472,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-13.740125,,linear_2fold_v1,calibrated_estimate
NTIZESTWPVYFNL-UHFFFAOYSA-N,7909,20160829,000007909.B3LYP@PM6.S0,C6H12O,100.158880,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.634136,-0.312931,6.321205,-6.634136,-0.312931,2.504891,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,true,true,true,true,false,-9.525300,1.726200,-2.891164,2.039131,,,,paired_anchor
NTKATOSHVDZIIF-UHFFFAOYSA-N,161,20160829,000000161.B3LYP@PM6.S0,C9H18N5O13P3,497.186203,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.144331,-0.552391,5.591940,-6.144331,-0.552391,6.254043,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.061164,,linear_2fold_v1,calibrated_estimate
NUCLJNSWZCHRKL-UHFFFAOYSA-N,203,20160829,000000203.B3LYP@PM6.S0,C4H8N4O4,176.130720,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.045028,0.136057,7.181085,-7.045028,0.136057,4.228594,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.973796,,linear_2fold_v1,calibrated_estimate
NUJGJRNETVAIRJ-UHFFFAOYSA-N,454,20160829,000000454.B3LYP@PM6.S0,C8H16O,128.212040,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.854548,-0.530622,6.323926,-6.854548,-0.530622,2.442484,dataset_level_eV,inchikey_from_pubchem_cid,batt_orbit_pool;key_registry;viscosity_roster,true,true,false,true,false,false,-9.723200,1.771700,-2.868652,2.302322,,,,paired_anchor
NUMQCACRALPSHD-UHFFFAOYSA-N,12512,20160829,000012512.B3LYP@PM6.S0,C6H14O,102.174760,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.557944,2.239497,8.797441,-6.557944,2.239497,1.108647,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-9.480258,,linear_2fold_v1,calibrated_estimate
NUZLRKBHOBPTQV-UHFFFAOYSA-N,345,20160829,000000345.B3LYP@PM6.S0,C7H8O6,188.134820,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.589255,-2.538822,5.050433,-7.589255,-2.538822,3.788863,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.525235,,linear_2fold_v1,calibrated_estimate
NVJBFARDFTXOTO-UHFFFAOYSA-N,12197,20160829,000012197.B3LYP@PM6.S0,C4H10O3S,138.185400,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.575650,0.454430,8.030080,-7.575650,0.454430,2.282698,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;targeted_harvest,true,true,true,false,false,false,-9.991200,1.537500,-2.415550,1.083070,,,,paired_anchor
NVKAWKQGWWIWPM-UHFFFAOYSA-N,15,20160829,000000015.B3LYP@PM6.S0,C19H30O2,290.440300,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.340253,-0.321094,6.019158,-6.340253,-0.321094,2.502201,verified_eV_audited,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.259682,,linear_2fold_v1,calibrated_estimate
NWZYYCVIOKVTII-UHFFFAOYSA-N,336,20160829,000000336.B3LYP@PM6.S0,C3H6N2O4,134.090740,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.151152,0.119730,7.270882,-7.151152,0.119730,5.764957,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.081327,,linear_2fold_v1,calibrated_estimate
NYOXRYYXRWJDKP-UHFFFAOYSA-N,440,20160829,000000440.B3LYP@PM6.S0,C27H44O,384.637660,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.176984,-1.088455,5.088529,-6.176984,-1.088455,4.587171,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.094250,,linear_2fold_v1,calibrated_estimate
OAKLJPBSRRDONB-UHFFFAOYSA-N,656,20160829,000000656.B3LYP@PM6.S0,C34H64O13,680.864160,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.579713,0.266672,6.846384,-6.579713,0.266672,5.196255,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.502315,,linear_2fold_v1,calibrated_estimate
OBGQLHXSMIBYLN-UHFFFAOYSA-N,351,20160829,000000351.B3LYP@PM6.S0,C13H26NO10PS3,483.515001,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.517127,-0.772803,5.744323,-6.517127,-0.772803,6.991324,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.438900,,linear_2fold_v1,calibrated_estimate
OBNCKNCVKJNDBV-UHFFFAOYSA-N,7762,20160829,000007762.B3LYP@PM6.S0,C6H12O2,116.158280,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.279046,0.318373,7.597419,-7.279046,0.318373,1.525160,dataset_level_eV,inchikey_match_target,batt_orbit_pool;key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,true,false,true,true,false,-10.378900,1.665800,-3.099854,1.347427,,,,paired_anchor
OBQMLSFOUZUIOB-UHFFFAOYSA-N,152,20160829,000000152.B3LYP@PM6.S0,C7H15N2O8P,286.176361,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.470867,0.247624,6.718491,-6.470867,0.247624,6.767665,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.392027,,linear_2fold_v1,calibrated_estimate
OBSDOPNAKDHTOG-UHFFFAOYSA-N,538,20160829,000000538.B3LYP@PM6.S0,C45H64N6O12,881.022660,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.432771,-1.352406,5.080366,-6.432771,-1.352406,9.978118,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.353426,,linear_2fold_v1,calibrated_estimate
OCLCLRXKNJCOJD-UHFFFAOYSA-N,651,20160829,000000651.B3LYP@PM6.S0,C9H16N5O8P,353.225801,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-4.876280,-0.089798,4.786483,-4.876280,-0.089798,6.371712,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-7.776311,,linear_2fold_v1,calibrated_estimate
ODHCTXKNWHHXJC-UHFFFAOYSA-N,499,20160829,000000499.B3LYP@PM6.S0,C5H7NO3,129.113980,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.088566,-0.122451,6.966115,-7.088566,-0.122451,2.412514,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.017911,,linear_2fold_v1,calibrated_estimate
ODKSFYDXXFIFQN-UHFFFAOYSA-N,232,20160829,000000232.B3LYP@PM6.S0,C6H14N4O2,174.200960,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.239571,0.457151,6.696722,-6.239571,0.457151,6.901660,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.157666,,linear_2fold_v1,calibrated_estimate
OENHQHLEOONYIE-UHFFFAOYSA-N,573,20160829,000000573.B3LYP@PM6.S0,C40H56,536.872640,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-4.713012,-1.374175,3.338837,-4.713012,-1.374175,0.843640,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-7.610879,,linear_2fold_v1,calibrated_estimate
OEPRBXUJOQLYID-UHFFFAOYSA-N,11603,20160829,000011603.B3LYP@PM6.S0,C5H11F,90.139243,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-8.266819,2.323852,10.590671,-8.266819,2.323852,1.748365,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest,true,false,true,false,false,false,,,,,-11.211777,,linear_2fold_v1,calibrated_estimate
OFBHPPMPBOJXRT-UHFFFAOYSA-N,195,20160829,000000195.B3LYP@PM6.S0,C14H18N5O11P,463.293381,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.171542,-1.066686,5.104856,-6.171542,-1.066686,2.156652,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.088736,,linear_2fold_v1,calibrated_estimate
OFBQJSOFQDEBGM-UHFFFAOYSA-N,8003,20160829,000008003.B3LYP@PM6.S0,C5H12,72.148780,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-8.302194,2.538822,10.841016,-8.302194,2.538822,0.043768,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,true,true,true,false,,,,,-11.247621,,linear_2fold_v1,calibrated_estimate
OGNSCSPNOLGXSM-UHFFFAOYSA-N,470,20160829,000000470.B3LYP@PM6.S0,C4H10N2O2,118.134400,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.291272,0.865322,7.156594,-6.291272,0.865322,6.031080,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.210052,,linear_2fold_v1,calibrated_estimate
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,6582,20160829,000006582.B3LYP@PM6.S0,C3H7NO,73.093780,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.631415,0.873485,7.504900,-6.631415,0.873485,3.547148,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,false,true,true,false,false,,,,,-9.554703,,linear_2fold_v1,calibrated_estimate
OIFBSDVPJOWBCH-UHFFFAOYSA-N,7766,20160829,000007766.B3LYP@PM6.S0,C5H10O3,118.131100,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.654563,1.080292,8.734855,-7.654563,1.080292,0.042468,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;named_solvent;targeted_harvest;viscosity_roster,true,true,true,true,false,false,-10.924900,1.598200,-3.270337,0.517908,,,,paired_anchor
OIGWAXDAPKFNCQ-UHFFFAOYSA-N,325,20160829,000000325.B3LYP@PM6.S0,C10H14O,150.217560,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.291272,-0.043538,6.247734,-6.291272,-0.043538,1.762068,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.210052,,linear_2fold_v1,calibrated_estimate
OIRDTQYFTABQOQ-UHFFFAOYSA-N,191,20160829,000000191.B3LYP@PM6.S0,C10H13N5O4,267.241320,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.983784,-0.778246,5.205538,-5.983784,-0.778246,2.574396,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.898490,,linear_2fold_v1,calibrated_estimate
OISVCGZHLKNMSJ-UHFFFAOYSA-N,7937,20160829,000007937.B3LYP@PM6.S0,C7H9N,107.153060,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.481752,-0.351027,6.130725,-6.481752,-0.351027,1.551982,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-9.403056,,linear_2fold_v1,calibrated_estimate
OIUJHGOLFKDBSU-UHFFFAOYSA-N,116,20160829,000000116.B3LYP@PM6.S0,C10H11NO5,225.198040,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.628693,-2.122488,4.506205,-6.628693,-2.122488,6.710314,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.551945,,linear_2fold_v1,calibrated_estimate
OIVLITBTBDPEFK-UHFFFAOYSA-N,649,20160829,000000649.B3LYP@PM6.S0,C4H6N2O2,114.102640,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.058633,-0.386402,6.672232,-7.058633,-0.386402,3.981220,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.987582,,linear_2fold_v1,calibrated_estimate
OJFDKHTZOUZBOS-UHFFFAOYSA-N,74,20160829,000000074.B3LYP@PM6.S0,C25H40N7O18P3S,851.607483,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.749766,-1.270772,4.478994,-5.749766,-1.270772,4.452896,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.661371,,linear_2fold_v1,calibrated_estimate
OJOLFAIGOXZBCI-UHFFFAOYSA-N,98,20160829,000000098.B3LYP@PM6.S0,C3H4O3S,120.127060,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.947067,-2.802773,4.144294,-6.947067,-2.802773,2.082344,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.874537,,linear_2fold_v1,calibrated_estimate
OJPCPVMJYANPLQ-UHFFFAOYSA-N,537,20160829,000000537.B3LYP@PM6.S0,C45H62N4O14,882.992180,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.253176,-1.352406,4.900770,-6.253176,-1.352406,5.726580,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.171452,,linear_2fold_v1,calibrated_estimate
OKKJLVBELUTLKV-UHFFFAOYSA-N,887,20160829,000000887.B3LYP@PM6.S0,CH4O,32.041860,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.115777,1.989152,9.104929,-7.115777,1.989152,1.702983,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;named_solvent;targeted_harvest;viscosity_roster,true,false,true,true,false,false,,,,,-10.045483,,linear_2fold_v1,calibrated_estimate
OKVJCVWFVRATSG-UHFFFAOYSA-N,102,20160829,000000102.B3LYP@PM6.S0,C7H8O2,124.137220,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.937524,-0.106124,5.831400,-5.937524,-0.106124,0.787759,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.851617,,linear_2fold_v1,calibrated_estimate
