inchikey,pubchem_cid,pubchem_version,record_name,formula,molecular_mass,charge,multiplicity,source_dataset,source_level,source_license,source_doi,homo_eV,lumo_eV,gap_eV,homo_beta_eV,lumo_beta_eV,dipole_debye,unit_check,structure_check,tags,in_key_registry,in_batt_orbit_pool,in_epsilon_roster,in_viscosity_roster,in_viscosity_sample,in_calibration_sample,batt_homo_eV,batt_lumo_eV,batt_minus_pubchemqc_homo_eV,batt_minus_pubchemqc_lumo_eV,calib_homo_eV,calib_lumo_eV,calibration_id,role
IMXSCCDUAFEIOE-UHFFFAOYSA-N,427,20160829,000000427.B3LYP@PM6.S0,C9H18N4O4,246.263620,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.839563,-0.683006,5.156557,-5.839563,-0.683006,2.428876,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.752358,,linear_2fold_v1,calibrated_estimate
INAPMGSXUVUWAF-UHFFFAOYSA-N,9,20160829,000000009.B3LYP@PM6.S0,C6H13O9P,260.135781,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.025980,0.266672,7.292651,-7.025980,0.266672,2.840605,verified_eV_audited,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.954496,,linear_2fold_v1,calibrated_estimate
INCSWYKICIYAHB-UHFFFAOYSA-N,3,20160829,000000003.B3LYP@PM6.S0,C7H8O4,156.136020,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.721212,-2.133373,4.587840,-6.721212,-2.133373,5.099241,verified_eV_audited,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.645689,,linear_2fold_v1,calibrated_estimate
IOBDBIPWYQGVMM-UHFFFAOYSA-N,522,20160829,000000522.B3LYP@PM6.S0,C44H52N4O17,908.900280,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-4.620493,-1.814999,2.805494,-4.620493,-1.814999,5.219238,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-7.517134,,linear_2fold_v1,calibrated_estimate
IOIZWEJGGCZDOL-UHFFFAOYSA-N,334,20160829,000000334.B3LYP@PM6.S0,C27H44O2,400.637060,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.360643,-2.503447,2.857195,-5.360643,-2.503447,3.668499,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.267092,,linear_2fold_v1,calibrated_estimate
IQFWYNFDWRYSRA-UHFFFAOYSA-N,495,20160829,000000495.B3LYP@PM6.S0,C9H17NO6S,267.299380,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.340253,-0.658516,5.681737,-6.340253,-0.658516,4.635679,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.259682,,linear_2fold_v1,calibrated_estimate
IRLPACMLTUPBCL-UHFFFAOYSA-N,228,20160829,000000228.B3LYP@PM6.S0,C10H14N5O10PS,427.284421,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.847727,-1.055802,4.791925,-5.847727,-1.055802,4.424951,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.760630,,linear_2fold_v1,calibrated_estimate
ISPYQTSUDJAMAB-UHFFFAOYSA-N,7245,20160829,000007245.B3LYP@PM6.S0,C6H5ClO,128.556300,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.144331,-0.331979,5.812352,-6.144331,-0.331979,0.643080,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest,true,false,true,false,false,false,,,,,-9.061164,,linear_2fold_v1,calibrated_estimate
ITPHOIFCAFNCLL-UHFFFAOYSA-N,168,20160829,000000168.B3LYP@PM6.S0,C12H23O14P,422.276381,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.028701,0.857159,7.885859,-7.028701,0.857159,4.265408,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.957253,,linear_2fold_v1,calibrated_estimate
IUNMPGNGSSIWFP-UHFFFAOYSA-N,7993,20160829,000007993.B3LYP@PM6.S0,C5H14N2,102.178060,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.779698,2.266708,8.046407,-5.779698,2.266708,1.162648,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-8.691700,,linear_2fold_v1,calibrated_estimate
IVOMOUWHDPKRLL-UHFFFAOYSA-N,274,20160829,000000274.B3LYP@PM6.S0,C10H12N5O6P,329.205941,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.176984,-0.979610,5.197375,-6.176984,-0.979610,5.118379,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.094250,,linear_2fold_v1,calibrated_estimate
IVSZLXZYQVIEFR-UHFFFAOYSA-N,7929,20160829,000007929.B3LYP@PM6.S0,C8H10,106.165000,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.166100,0.111567,6.277667,-6.166100,0.111567,0.221842,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-9.083222,,linear_2fold_v1,calibrated_estimate
IWVSYNGKNZFSSA-UHFFFAOYSA-N,493,20160829,000000493.B3LYP@PM6.S0,C21H35N9O15P2,715.501422,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.790583,-0.620420,5.170163,-5.790583,-0.620420,5.709294,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.702729,,linear_2fold_v1,calibrated_estimate
IYXGSMUGOJNHAZ-UHFFFAOYSA-N,7761,20160829,000007761.B3LYP@PM6.S0,C7H12O4,160.167780,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.542996,-0.068028,7.474967,-7.542996,-0.068028,1.527267,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,true,true,true,false,false,-10.625600,1.506900,-3.082604,1.574928,,,,paired_anchor
IZFHEQBZOYJLPK-UHFFFAOYSA-N,421,20160829,000000421.B3LYP@PM6.S0,C8H16O2S2,208.341440,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.481752,0.127894,6.609645,-6.481752,0.127894,2.672641,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.403056,,linear_2fold_v1,calibrated_estimate
IZSRJDGCGRAUAR-UHFFFAOYSA-N,157,20160829,000000157.B3LYP@PM6.S0,C6H10O7,194.139400,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.224623,-1.161926,6.062697,-7.224623,-1.161926,1.819937,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.155771,,linear_2fold_v1,calibrated_estimate
IZSZJAWFLVMVRB-UHFFFAOYSA-N,41543,20160829,000041543.B3LYP@PM6.S0,C9H18O,142.238620,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.359301,0.699333,7.058633,-6.359301,0.699333,1.034357,dataset_level_eV,inchikey_match_target,batt_calibration_sample;batt_orbit_pool;key_registry;targeted_harvest,true,true,false,false,false,true,-9.533900,1.611200,-3.174599,0.911867,,,,paired_anchor
IZVFFXVYBHFIHY-UHFFFAOYSA-N,420,20160829,000000420.B3LYP@PM6.S0,C27H46O,386.653540,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.062697,0.756477,6.819173,-6.062697,0.756477,1.374135,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.978449,,linear_2fold_v1,calibrated_estimate
JBJSVEVEEGOEBZ-UHFFFAOYSA-N,350,20160829,000000350.B3LYP@PM6.S0,C11H22NO7PS,343.333641,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.812352,-0.677563,5.134788,-5.812352,-0.677563,1.896014,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.724786,,linear_2fold_v1,calibrated_estimate
JCYNPXMAUUAOMA-UHFFFAOYSA-N,548,20160829,000000548.B3LYP@PM6.S0,C8H8O6,200.145520,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.547059,-2.683043,3.864017,-6.547059,-2.683043,2.397191,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.469229,,linear_2fold_v1,calibrated_estimate
JDTUMPKOJBQPKX-UHFFFAOYSA-N,616,20160829,000000616.B3LYP@PM6.S0,C7H15O10P,290.161761,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.129383,-1.730644,5.398739,-7.129383,-1.730644,4.315134,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.059269,,linear_2fold_v1,calibrated_estimate
JEEQUUSFXYRPRK-UHFFFAOYSA-N,85927,20160829,000085927.B3LYP@PM6.S0,C10H22,142.281680,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.627351,2.274872,9.902223,-7.627351,2.274872,0.000043,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-10.563836,,linear_2fold_v1,calibrated_estimate
JFDZBHWFFUWGJE-UHFFFAOYSA-N,7505,20160829,000007505.B3LYP@PM6.S0,C7H5N,103.121300,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.265440,-1.393223,5.872217,-7.265440,-1.393223,4.549606,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,true,true,true,false,false,-9.819900,0.628700,-2.554460,2.021923,,,,paired_anchor
JGEGJYXHCFUMJF-UHFFFAOYSA-N,129,20160829,000000129.B3LYP@PM6.S0,C6H12O,100.158880,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.881759,-0.552391,6.329368,-6.881759,-0.552391,2.497783,dataset_level_eV,inchikey_from_pubchem_cid,batt_orbit_pool;key_registry,true,true,false,false,false,false,-9.728400,1.713200,-2.846641,2.265591,,,,paired_anchor
JGSUNMCABQUBOY-UHFFFAOYSA-N,437,20160829,000000437.B3LYP@PM6.S0,C9H9NO3,179.172660,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.012374,-2.508890,4.503484,-7.012374,-2.508890,6.177913,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.940710,,linear_2fold_v1,calibrated_estimate
JHIVVAPYMSGYDF-UHFFFAOYSA-N,7967,20160829,000007967.B3LYP@PM6.S0,C6H10O,98.143000,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.370185,-0.340142,6.030043,-6.370185,-0.340142,3.004451,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,true,true,true,false,false,-9.348000,1.616800,-2.977815,1.956942,,,,paired_anchor
JIGUQPWFLRLWPJ-UHFFFAOYSA-N,8821,20160829,000008821.B3LYP@PM6.S0,C5H8O2,100.115820,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.338911,-1.224512,6.114398,-7.338911,-1.224512,1.444411,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,true,true,true,false,false,-10.557400,0.948800,-3.218489,2.173312,,,,paired_anchor
JJMDCOVWQOJGCB-UHFFFAOYSA-N,138,20160829,000000138.B3LYP@PM6.S0,C5H11NO2,117.146340,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.323926,0.212249,6.536175,-6.323926,0.212249,3.713241,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.243139,,linear_2fold_v1,calibrated_estimate
JLTDJTHDQAWBAV-UHFFFAOYSA-N,949,20160829,000000949.B3LYP@PM6.S0,C8H11N,121.179640,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.216423,0.250345,5.466767,-5.216423,0.250345,1.478898,dataset_level_eV,inchikey_match_target,batt_orbit_pool;key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,true,false,true,true,false,-7.727700,1.704400,-2.511277,1.454055,,,,paired_anchor
JNONJXMVMJSMTC-UHFFFAOYSA-N,171330,20160829,000171330.B3LYP@PM6.S0,C6H17NO4S,199.268480,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.767471,1.330637,8.098108,-6.767471,1.330637,8.052192,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-9.692561,,linear_2fold_v1,calibrated_estimate
JPXBDMKKWKFPJT-UHFFFAOYSA-N,455,20160829,000000455.B3LYP@PM6.S0,C9H13N5O3,239.231220,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.190590,-1.262608,4.927982,-6.190590,-1.262608,4.742941,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.108036,,linear_2fold_v1,calibrated_estimate
JQVDAXLFBXTEQA-UHFFFAOYSA-N,8148,20160829,000008148.B3LYP@PM6.S0,C8H19N,129.243160,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.828679,2.424534,8.253213,-5.828679,2.424534,0.910281,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-8.741330,,linear_2fold_v1,calibrated_estimate
JRGGUPZKKTVKOV-UHFFFAOYSA-N,7928,20160829,000007928.B3LYP@PM6.S0,C6H4BrCl,191.452960,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.824615,-0.761919,6.062697,-6.824615,-0.761919,1.737698,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest,true,false,true,false,false,false,,,,,-9.750463,,linear_2fold_v1,calibrated_estimate
JSHMCUNOMIZJDJ-UHFFFAOYSA-N,266,20160829,000000266.B3LYP@PM6.S0,C4H9O5P,168.085021,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-8.021916,-0.476199,7.545717,-8.021916,-0.476199,1.979977,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.963629,,linear_2fold_v1,calibrated_estimate
JSJWCHRYRHKBBW-UHFFFAOYSA-N,111,20160829,000000111.B3LYP@PM6.S0,C4H8N2O3,132.117920,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.680395,0.421776,7.102171,-6.680395,0.421776,8.481134,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.604332,,linear_2fold_v1,calibrated_estimate
JSRLJPSBLDHEIO-UHFFFAOYSA-N,688,20160829,000000688.B3LYP@PM6.S0,C9H13N2O8P,308.181881,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.791962,-1.292541,5.499421,-6.791962,-1.292541,5.542583,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.717377,,linear_2fold_v1,calibrated_estimate
JSRLURSZEMLAFO-UHFFFAOYSA-N,7927,20160829,000007927.B3LYP@PM6.S0,C6H4Br2,235.903960,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.832779,-0.789130,6.043649,-6.832779,-0.789130,1.776794,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest,true,false,true,false,false,false,,,,,-9.758735,,linear_2fold_v1,calibrated_estimate
JTEYKUFKXGDTEU-UHFFFAOYSA-N,677,20160829,000000677.B3LYP@PM6.S0,C5H10O4,134.130500,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.491294,0.174153,7.665447,-7.491294,0.174153,4.762758,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.425976,,linear_2fold_v1,calibrated_estimate
JTFITTQBRJDSTL-UHFFFAOYSA-N,465,20160829,000000465.B3LYP@PM6.S0,C6H13O7PS,260.201981,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.128004,0.351027,6.479031,-6.128004,0.351027,2.567153,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.044621,,linear_2fold_v1,calibrated_estimate
JUJWROOIHBZHMG-UHFFFAOYSA-N,1049,20160829,000001049.B3LYP@PM6.S0,C5H5N,79.099900,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.840942,-0.666679,6.174263,-6.840942,-0.666679,2.194323,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,true,true,true,false,false,-9.788200,1.291600,-2.947258,1.958279,,,,paired_anchor
JUOPGIRJUCFNBD-UHFFFAOYSA-N,361,20160829,000000361.B3LYP@PM6.S0,C6H8O3,128.125920,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.484473,-1.083013,5.401460,-6.484473,-1.083013,3.272807,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.405813,,linear_2fold_v1,calibrated_estimate
JVQYSWDUAOAHFM-UHFFFAOYSA-N,47,20160829,000000047.B3LYP@PM6.S0,C6H10O3,130.141800,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.151152,-2.340179,4.810973,-7.151152,-2.340179,2.663521,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.081327,,linear_2fold_v1,calibrated_estimate
JVTAAEKCZFNVCJ-UHFFFAOYSA-N,612,20160829,000000612.B3LYP@PM6.S0,C3H6O3,90.077940,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.074960,0.190480,7.265440,-7.074960,0.190480,4.241148,dataset_level_eV,inchikey_from_pubchem_cid,key_registry,true,false,false,false,false,false,,,,,-10.004125,,linear_2fold_v1,calibrated_estimate
JWUJQDFVADABEY-UHFFFAOYSA-N,7301,20160829,000007301.B3LYP@PM6.S0,C5H10O,86.132300,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.375628,2.027248,8.402876,-6.375628,2.027248,1.700172,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,true,true,true,false,false,-9.440700,1.827600,-3.065072,-0.199648,,,,paired_anchor
JXYLQEMXCAAMOL-UHFFFAOYSA-N,110,20160829,000000110.B3LYP@PM6.S0,C3H4O5S,152.125860,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.843663,-2.933387,3.910276,-6.843663,-2.933387,3.174826,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.769763,,linear_2fold_v1,calibrated_estimate
JYVLIDXNZAXMDK-UHFFFAOYSA-N,22386,20160829,000022386.B3LYP@PM6.S0,C5H12O,88.148180,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.012374,2.024527,9.036901,-7.012374,2.024527,1.483927,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-9.940710,,linear_2fold_v1,calibrated_estimate
KACPVQQHDVBVFC-UHFFFAOYSA-N,23,20160829,000000023.B3LYP@PM6.S0,C7H7NO5,185.134180,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.775635,-2.590524,4.185111,-6.775635,-2.590524,3.362350,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.700834,,linear_2fold_v1,calibrated_estimate
KAQKFAOMNZTLHT-UHFFFAOYSA-N,159,20160829,000000159.B3LYP@PM6.S0,C20H32O5,352.465080,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.785140,0.130615,5.915755,-5.785140,0.130615,4.593667,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.697214,,linear_2fold_v1,calibrated_estimate
KBDKAJNTYKVSEK-UHFFFAOYSA-N,634,20160829,000000634.B3LYP@PM6.S0,C5H11O7P,214.110401,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.006932,0.244902,7.251834,-7.006932,0.244902,1.514747,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.935195,,linear_2fold_v1,calibrated_estimate
KBPLFHHGFOOTCA-UHFFFAOYSA-N,957,20160829,000000957.B3LYP@PM6.S0,C8H18O,130.227920,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.898086,2.117046,9.015132,-6.898086,2.117046,1.734788,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,true,true,true,false,,,,,-9.824907,,linear_2fold_v1,calibrated_estimate
KBUNOSOGGAARKZ-UHFFFAOYSA-N,631,20160829,000000631.B3LYP@PM6.S0,C18H37NO2,299.491880,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.304878,-0.672121,5.632757,-6.304878,-0.672121,2.446332,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.223839,,linear_2fold_v1,calibrated_estimate
KCEGBPIYGIWCDH-UHFFFAOYSA-N,652,20160829,000000652.B3LYP@PM6.S0,C9H20N2O2,188.267300,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.008274,0.114288,6.122562,-6.008274,0.114288,4.852105,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.923304,,linear_2fold_v1,calibrated_estimate
KDTSHFARGAKYJN-UHFFFAOYSA-N,642,20160829,000000642.B3LYP@PM6.S0,C21H35N7O13P2S,687.554222,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.313041,-1.104782,5.208259,-6.313041,-1.104782,7.088512,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.232110,,linear_2fold_v1,calibrated_estimate
KFEUJDWYNGMDBV-UHFFFAOYSA-N,245,20160829,000000245.B3LYP@PM6.S0,C14H25NO11,383.348400,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.674953,0.519737,7.194690,-6.674953,0.519737,6.028983,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.598817,,linear_2fold_v1,calibrated_estimate
KFWWCMJSYSSPSK-UHFFFAOYSA-N,592,20160829,000000592.B3LYP@PM6.S0,C25H40N7O17P3S,835.608083,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.264061,-1.553770,4.710291,-6.264061,-1.553770,10.520754,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.182481,,linear_2fold_v1,calibrated_estimate
