inchikey,name,smiles,T_K,epsilon,frequency_mhz,epsilon_unit,uncertainty_expanded,uncertainty_standard,uncertainty_kind,confidence_level,phase,method,property_family,property_name,pressure_kpa,source_doi,source_file,source_file_sha256,source_row_index,dataset_number,component_count,in_roster,model_ready,roster_T_K,roster_dielectric,roster_temperature_delta_K,deviation_vs_roster_static_percent,temperature_band,gate,frequencies_at_temperature,n_values_at_same_temperature,near_atmospheric_pressure
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,218.16,17.043,0.01,,0.035,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,4000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,2,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,1,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,218.17,17.076,0.01,,0.035,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,5000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,3,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,1,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,218.18,17.303,0.01,,0.034,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,11000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,4,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,1,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,218.19,17.111,0.01,,0.035,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,6000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,5,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,1,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,218.21,17.147,0.01,,0.034,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,7000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,6,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,1,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,218.22,17.264,0.01,,0.034,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,10000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,7,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,1,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,218.23,17.184,0.01,,0.034,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,8000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,8,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,2,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,218.24,17.326,0.01,,0.034,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,12000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,10,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,1,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,218.43,17.338,0.01,,0.034,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,13000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,11,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,1,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,218.45,17.37,0.01,,0.034,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,14000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,12,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,1,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,218.48,17.403,0.01,,0.034,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,15000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,13,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,1,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,223.96,16.732,0.01,,0.034,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,15000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,14,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,1,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,223.97,16.66,0.01,,0.034,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,13000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,15,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,2,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,223.98,16.622,0.01,,0.034,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,12000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,17,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,1,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,224,16.227,0.01,,0.034,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,2000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,18,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,10,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,232.97,15.659,0.01,,0.033,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,14000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,28,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,2,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,232.98,15.622,0.01,,0.033,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,13000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,30,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,1,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,232.99,15.465,0.01,,0.033,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,9000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,31,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,3,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,233,15.343,0.01,,0.033,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,6000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,34,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,4,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,233.01,15.164,0.01,,0.033,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,2000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,38,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,4,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,243.15,14.59,0.01,,0.031,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,14000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,42,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,2,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,243.16,14.061,0.01,,0.032,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,2000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,44,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,11,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,243.17,14.34,0.01,,0.032,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,8000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,55,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,1,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,253.13,13.05,0.01,,0.031,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,2000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,56,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,5,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,253.14,13.106,0.01,,0.031,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,3000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,61,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,8,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,253.15,13.585,0.01,,0.03,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,13000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,69,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,1,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,263.02,12.145,0.01,,0.03,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,2000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,70,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,3,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,263.03,12.203,0.01,,0.03,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,3000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,73,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,9,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,263.04,12.319,0.01,,0.03,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,5000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,82,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,2,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,274.42,11.141,0.01,,0.029,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,2000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,84,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,3,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,274.43,11.346,0.01,,0.029,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,5000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,87,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,6,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,274.44,11.528,0.01,,0.028,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,8000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,93,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,5,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,283.16,10.568,0.01,,0.029,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,2000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,98,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,4,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,283.17,10.867,0.01,,0.028,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,6000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,102,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,4,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,283.18,11.125,0.01,,0.028,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,10000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,106,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,3,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,283.19,11.293,0.01,,0.028,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,13000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,109,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,2,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,283.2,11.397,0.01,,0.027,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,15000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,111,1,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,0.01,1,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,294.1,9.617,0.01,,0.0297,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,2000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,112,1,1,false,,,,,,room_temperature,accepted_primary_lowfreq,0.01,2,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,294.11,9.8137,0.01,,0.0292,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,4000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,114,1,1,false,,,,,,room_temperature,accepted_primary_lowfreq,0.01,8,false
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",,294.12,10.141,0.01,,0.029,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,8000,10.1016/j.fluid.2008.09.022,data/raw/thermoml/10.1016__j.fluid.2008.09.022-10ef30835c1e.xml,71b37d9f368c77a01175f3d10e9d77aad30b52a059c57e8ba2b777d553a3faf3,122,1,1,false,,,,,,room_temperature,accepted_primary_lowfreq,0.01,4,false
VFWCMGCRMGJXDK-UHFFFAOYSA-N,1-chlorobutane,,283.15,7.552,2,,0.076,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,99,10.1016/j.jct.2015.03.001,data/raw/thermoml/10.1016__j.jct.2015.03.001-c72d90cf15f4.xml,e6d325250dfac1c02008f68abdf5520909b2bf5ecb0905958ea7d2cae6b1ca13,0,4,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,false
VFWCMGCRMGJXDK-UHFFFAOYSA-N,1-chlorobutane,,298.15,7.157,2,,0.072,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,99,10.1016/j.jct.2015.03.001,data/raw/thermoml/10.1016__j.jct.2015.03.001-c72d90cf15f4.xml,e6d325250dfac1c02008f68abdf5520909b2bf5ecb0905958ea7d2cae6b1ca13,1,4,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,false
VFWCMGCRMGJXDK-UHFFFAOYSA-N,1-chlorobutane,,313.15,6.757,2,,0.068,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,99,10.1016/j.jct.2015.03.001,data/raw/thermoml/10.1016__j.jct.2015.03.001-c72d90cf15f4.xml,e6d325250dfac1c02008f68abdf5520909b2bf5ecb0905958ea7d2cae6b1ca13,2,4,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,false
VLKZOEOYAKHREP-UHFFFAOYSA-N,n-Hexane,CCCCCC,283.15,1.905,2,,0.019,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,99,10.1016/j.jct.2015.03.001,data/raw/thermoml/10.1016__j.jct.2015.03.001-c72d90cf15f4.xml,e6d325250dfac1c02008f68abdf5520909b2bf5ecb0905958ea7d2cae6b1ca13,0,2,1,true,true,293.15,1.890,10,,outside_declared_window,accepted_extended_lowfreq,2,1,false
VLKZOEOYAKHREP-UHFFFAOYSA-N,n-Hexane,CCCCCC,288.15,1.91,1,,0.02,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,95.2,10.1016/j.jct.2015.05.006,data/raw/thermoml/10.1016__j.jct.2015.05.006-7f7b00b0adf5.xml,b6dfab59fd817103926d592cd1c81946576ed132d526c978ab8524500e339040,3,8,1,true,true,293.15,1.890,5,,outside_declared_window,accepted_primary_lowfreq,1,1,false
VLKZOEOYAKHREP-UHFFFAOYSA-N,n-Hexane,CCCCCC,298.15,1.89,1,,0.02,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,95.2,10.1016/j.jct.2015.05.006,data/raw/thermoml/10.1016__j.jct.2015.05.006-7f7b00b0adf5.xml,b6dfab59fd817103926d592cd1c81946576ed132d526c978ab8524500e339040,4,8,1,true,true,293.15,1.890,5,,room_temperature,accepted_primary_lowfreq,1;2,2,false
VLKZOEOYAKHREP-UHFFFAOYSA-N,n-Hexane,CCCCCC,308.15,1.88,1,,0.02,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,95.2,10.1016/j.jct.2015.05.006,data/raw/thermoml/10.1016__j.jct.2015.05.006-7f7b00b0adf5.xml,b6dfab59fd817103926d592cd1c81946576ed132d526c978ab8524500e339040,5,8,1,true,true,293.15,1.890,15,,outside_declared_window,accepted_primary_lowfreq,1,1,false
VLKZOEOYAKHREP-UHFFFAOYSA-N,n-Hexane,CCCCCC,313.15,1.873,2,,0.019,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,99,10.1016/j.jct.2015.03.001,data/raw/thermoml/10.1016__j.jct.2015.03.001-c72d90cf15f4.xml,e6d325250dfac1c02008f68abdf5520909b2bf5ecb0905958ea7d2cae6b1ca13,2,2,1,true,true,293.15,1.890,20,,extended_temperature,accepted_extended_lowfreq,2,1,false
VQKFNUFAXTZWDK-UHFFFAOYSA-N,2-methylfuran,,278.15,2.976,2,,0.015,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,99,10.1016/j.tca.2015.08.013,data/raw/thermoml/10.1016__j.tca.2015.08.013-070762efffd3.xml,ac0dadd4e5e13ba00d6538b7ced887c470d97e210ee8d97e50b9b44d39526a8c,0,13,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,false
VQKFNUFAXTZWDK-UHFFFAOYSA-N,2-methylfuran,,280.65,2.967,2,,0.015,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,99,10.1016/j.tca.2015.08.013,data/raw/thermoml/10.1016__j.tca.2015.08.013-070762efffd3.xml,ac0dadd4e5e13ba00d6538b7ced887c470d97e210ee8d97e50b9b44d39526a8c,1,13,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,false
VQKFNUFAXTZWDK-UHFFFAOYSA-N,2-methylfuran,,283.15,2.944,2,,0.015,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,99,10.1016/j.tca.2015.08.013,data/raw/thermoml/10.1016__j.tca.2015.08.013-070762efffd3.xml,ac0dadd4e5e13ba00d6538b7ced887c470d97e210ee8d97e50b9b44d39526a8c,2,13,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,false
VQKFNUFAXTZWDK-UHFFFAOYSA-N,2-methylfuran,,285.65,2.933,2,,0.015,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,99,10.1016/j.tca.2015.08.013,data/raw/thermoml/10.1016__j.tca.2015.08.013-070762efffd3.xml,ac0dadd4e5e13ba00d6538b7ced887c470d97e210ee8d97e50b9b44d39526a8c,3,13,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,false
VQKFNUFAXTZWDK-UHFFFAOYSA-N,2-methylfuran,,288.15,2.911,2,,0.015,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,99,10.1016/j.tca.2015.08.013,data/raw/thermoml/10.1016__j.tca.2015.08.013-070762efffd3.xml,ac0dadd4e5e13ba00d6538b7ced887c470d97e210ee8d97e50b9b44d39526a8c,4,13,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,false
VQKFNUFAXTZWDK-UHFFFAOYSA-N,2-methylfuran,,290.65,2.893,2,,0.014,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,99,10.1016/j.tca.2015.08.013,data/raw/thermoml/10.1016__j.tca.2015.08.013-070762efffd3.xml,ac0dadd4e5e13ba00d6538b7ced887c470d97e210ee8d97e50b9b44d39526a8c,5,13,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,false
VQKFNUFAXTZWDK-UHFFFAOYSA-N,2-methylfuran,,293.15,2.874,2,,0.014,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,99,10.1016/j.tca.2015.08.013,data/raw/thermoml/10.1016__j.tca.2015.08.013-070762efffd3.xml,ac0dadd4e5e13ba00d6538b7ced887c470d97e210ee8d97e50b9b44d39526a8c,6,13,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,false
