target_record_id,target_set,inchikey,smiles,name,T_K,dielectric_available,viscosity_available,missing_properties,source_doi,gate_flags
chodera2015:0001,chodera_2015_historical_fallback,UEEJHVSXFDXPFK-UHFFFAOYSA-N,CN(C)CCO,(2-hydroxyethyl)dimethylamine,303.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0002,chodera_2015_historical_fallback,YEJRWHAVMIAJKC-UHFFFAOYSA-N,O=C1CCCO1,.gamma.-butyrolactone,293.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0003,chodera_2015_historical_fallback,YEJRWHAVMIAJKC-UHFFFAOYSA-N,O=C1CCCO1,.gamma.-butyrolactone,298.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0004,chodera_2015_historical_fallback,YEJRWHAVMIAJKC-UHFFFAOYSA-N,O=C1CCCO1,.gamma.-butyrolactone,303.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0005,chodera_2015_historical_fallback,YEJRWHAVMIAJKC-UHFFFAOYSA-N,O=C1CCCO1,.gamma.-butyrolactone,313.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0006,chodera_2015_historical_fallback,XTHFKEDIFFGKHM-UHFFFAOYSA-N,COCCOC,"1,2-dimethoxyethane",288.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0007,chodera_2015_historical_fallback,XTHFKEDIFFGKHM-UHFFFAOYSA-N,COCCOC,"1,2-dimethoxyethane",298.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0008,chodera_2015_historical_fallback,XTHFKEDIFFGKHM-UHFFFAOYSA-N,COCCOC,"1,2-dimethoxyethane",308.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0009,chodera_2015_historical_fallback,XTHFKEDIFFGKHM-UHFFFAOYSA-N,COCCOC,"1,2-dimethoxyethane",318.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0010,chodera_2015_historical_fallback,XTHFKEDIFFGKHM-UHFFFAOYSA-N,COCCOC,"1,2-dimethoxyethane",328.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0011,chodera_2015_historical_fallback,DNIAPMSPPWPWGF-UHFFFAOYSA-N,CC(O)CO,"1,2-propanediol",303.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0012,chodera_2015_historical_fallback,DNIAPMSPPWPWGF-UHFFFAOYSA-N,CC(O)CO,"1,2-propanediol",308.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0013,chodera_2015_historical_fallback,DNIAPMSPPWPWGF-UHFFFAOYSA-N,CC(O)CO,"1,2-propanediol",313.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0014,chodera_2015_historical_fallback,DNIAPMSPPWPWGF-UHFFFAOYSA-N,CC(O)CO,"1,2-propanediol",318.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0015,chodera_2015_historical_fallback,DNIAPMSPPWPWGF-UHFFFAOYSA-N,CC(O)CO,"1,2-propanediol",323.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0016,chodera_2015_historical_fallback,DNIAPMSPPWPWGF-UHFFFAOYSA-N,CC(O)CO,"1,2-propanediol",328.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0017,chodera_2015_historical_fallback,RYHBNJHYFVUHQT-UHFFFAOYSA-N,C1COCCO1,"1,4-dioxane",298.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0018,chodera_2015_historical_fallback,RYHBNJHYFVUHQT-UHFFFAOYSA-N,C1COCCO1,"1,4-dioxane",308.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0019,chodera_2015_historical_fallback,RYHBNJHYFVUHQT-UHFFFAOYSA-N,C1COCCO1,"1,4-dioxane",318.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0020,chodera_2015_historical_fallback,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,1-butanol,288.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0021,chodera_2015_historical_fallback,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,1-butanol,293.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0022,chodera_2015_historical_fallback,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,1-butanol,298.0,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0023,chodera_2015_historical_fallback,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,1-butanol,298.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0024,chodera_2015_historical_fallback,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,1-butanol,303.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0025,chodera_2015_historical_fallback,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,1-butanol,308.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0026,chodera_2015_historical_fallback,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,1-butanol,313.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0027,chodera_2015_historical_fallback,AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO,1-pentanol,288.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0028,chodera_2015_historical_fallback,AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO,1-pentanol,293.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0029,chodera_2015_historical_fallback,AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO,1-pentanol,298.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0030,chodera_2015_historical_fallback,AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO,1-pentanol,303.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0031,chodera_2015_historical_fallback,AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO,1-pentanol,308.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0032,chodera_2015_historical_fallback,SBZXBUIDTXKZTM-UHFFFAOYSA-N,COCCOCCOC,"2,5,8-trioxanonane",288.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0033,chodera_2015_historical_fallback,SBZXBUIDTXKZTM-UHFFFAOYSA-N,COCCOCCOC,"2,5,8-trioxanonane",298.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0034,chodera_2015_historical_fallback,SBZXBUIDTXKZTM-UHFFFAOYSA-N,COCCOCCOC,"2,5,8-trioxanonane",308.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0035,chodera_2015_historical_fallback,SBZXBUIDTXKZTM-UHFFFAOYSA-N,COCCOCCOC,"2,5,8-trioxanonane",318.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0036,chodera_2015_historical_fallback,SBZXBUIDTXKZTM-UHFFFAOYSA-N,COCCOCCOC,"2,5,8-trioxanonane",328.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0037,chodera_2015_historical_fallback,CBTVGIZVANVGBH-UHFFFAOYSA-N,CC(C)(N)CO,2-amino-2-methyl-1-propanol,303.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0038,chodera_2015_historical_fallback,CBTVGIZVANVGBH-UHFFFAOYSA-N,CC(C)(N)CO,2-amino-2-methyl-1-propanol,308.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0039,chodera_2015_historical_fallback,CBTVGIZVANVGBH-UHFFFAOYSA-N,CC(C)(N)CO,2-amino-2-methyl-1-propanol,313.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0040,chodera_2015_historical_fallback,CBTVGIZVANVGBH-UHFFFAOYSA-N,CC(C)(N)CO,2-amino-2-methyl-1-propanol,318.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0041,chodera_2015_historical_fallback,CBTVGIZVANVGBH-UHFFFAOYSA-N,CC(C)(N)CO,2-amino-2-methyl-1-propanol,323.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0042,chodera_2015_historical_fallback,HZAXFHJVJLSVMW-UHFFFAOYSA-N,NCCO,2-aminoethanol,303.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0043,chodera_2015_historical_fallback,YIWUKEYIRIRTPP-UHFFFAOYSA-N,CCCCC(CC)CO,2-ethyl-1-hexanol,298.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0044,chodera_2015_historical_fallback,YIWUKEYIRIRTPP-UHFFFAOYSA-N,CCCCC(CC)CO,2-ethyl-1-hexanol,308.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0045,chodera_2015_historical_fallback,YIWUKEYIRIRTPP-UHFFFAOYSA-N,CCCCC(CC)CO,2-ethyl-1-hexanol,318.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0046,chodera_2015_historical_fallback,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,CC(C)CO,2-methyl-1-propanol,288.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0047,chodera_2015_historical_fallback,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,CC(C)CO,2-methyl-1-propanol,293.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0048,chodera_2015_historical_fallback,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,CC(C)CO,2-methyl-1-propanol,298.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0049,chodera_2015_historical_fallback,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,CC(C)CO,2-methyl-1-propanol,303.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0050,chodera_2015_historical_fallback,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,CC(C)CO,2-methyl-1-propanol,308.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0051,chodera_2015_historical_fallback,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O,2-propanol,288.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0052,chodera_2015_historical_fallback,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O,2-propanol,293.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0053,chodera_2015_historical_fallback,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O,2-propanol,298.0,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0054,chodera_2015_historical_fallback,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O,2-propanol,298.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0055,chodera_2015_historical_fallback,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O,2-propanol,300.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0056,chodera_2015_historical_fallback,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O,2-propanol,303.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0057,chodera_2015_historical_fallback,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O,2-propanol,308.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0058,chodera_2015_historical_fallback,FXHOOIRPVKKKFG-UHFFFAOYSA-N,CC(=O)N(C)C,"N,N-dimethylacetamide",303.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0059,chodera_2015_historical_fallback,FXHOOIRPVKKKFG-UHFFFAOYSA-N,CC(=O)N(C)C,"N,N-dimethylacetamide",313.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0060,chodera_2015_historical_fallback,FXHOOIRPVKKKFG-UHFFFAOYSA-N,CC(=O)N(C)C,"N,N-dimethylacetamide",323.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0061,chodera_2015_historical_fallback,ZMXDDKWLCZADIW-UHFFFAOYSA-N,CN(C)C=O,"N,N-dimethylformamide",303.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0062,chodera_2015_historical_fallback,OHLUUHNLEMFGTQ-UHFFFAOYSA-N,CNC(C)=O,N-methylacetamide,303.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0063,chodera_2015_historical_fallback,OHLUUHNLEMFGTQ-UHFFFAOYSA-N,CNC(C)=O,N-methylacetamide,313.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0064,chodera_2015_historical_fallback,CRVGTESFCCXCTH-UHFFFAOYSA-N,CN(CCO)CCO,N-methyldiethanolamine,293.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0065,chodera_2015_historical_fallback,CRVGTESFCCXCTH-UHFFFAOYSA-N,CN(CCO)CCO,N-methyldiethanolamine,298.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0066,chodera_2015_historical_fallback,CRVGTESFCCXCTH-UHFFFAOYSA-N,CN(CCO)CCO,N-methyldiethanolamine,303.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0067,chodera_2015_historical_fallback,CRVGTESFCCXCTH-UHFFFAOYSA-N,CN(CCO)CCO,N-methyldiethanolamine,308.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0068,chodera_2015_historical_fallback,CRVGTESFCCXCTH-UHFFFAOYSA-N,CN(CCO)CCO,N-methyldiethanolamine,313.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0069,chodera_2015_historical_fallback,CRVGTESFCCXCTH-UHFFFAOYSA-N,CN(CCO)CCO,N-methyldiethanolamine,318.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0070,chodera_2015_historical_fallback,CRVGTESFCCXCTH-UHFFFAOYSA-N,CN(CCO)CCO,N-methyldiethanolamine,323.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0071,chodera_2015_historical_fallback,CRVGTESFCCXCTH-UHFFFAOYSA-N,CN(CCO)CCO,N-methyldiethanolamine,328.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0072,chodera_2015_historical_fallback,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,"acrylic acid, methyl ester",278.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0073,chodera_2015_historical_fallback,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,"acrylic acid, methyl ester",280.6,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0074,chodera_2015_historical_fallback,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,"acrylic acid, methyl ester",283.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0075,chodera_2015_historical_fallback,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,"acrylic acid, methyl ester",285.6,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0076,chodera_2015_historical_fallback,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,"acrylic acid, methyl ester",288.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0077,chodera_2015_historical_fallback,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,"acrylic acid, methyl ester",290.6,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0078,chodera_2015_historical_fallback,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,"acrylic acid, methyl ester",293.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0079,chodera_2015_historical_fallback,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,"acrylic acid, methyl ester",295.6,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0080,chodera_2015_historical_fallback,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,"acrylic acid, methyl ester",298.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0081,chodera_2015_historical_fallback,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,"acrylic acid, methyl ester",300.6,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0082,chodera_2015_historical_fallback,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,"acrylic acid, methyl ester",303.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0083,chodera_2015_historical_fallback,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,"acrylic acid, methyl ester",305.6,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0084,chodera_2015_historical_fallback,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,"acrylic acid, methyl ester",308.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0085,chodera_2015_historical_fallback,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,"acrylic acid, methyl ester",310.6,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0086,chodera_2015_historical_fallback,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,"acrylic acid, methyl ester",313.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0087,chodera_2015_historical_fallback,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,"acrylic acid, methyl ester",315.6,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0088,chodera_2015_historical_fallback,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,"acrylic acid, methyl ester",318.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0089,chodera_2015_historical_fallback,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,"acrylic acid, methyl ester",320.6,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0090,chodera_2015_historical_fallback,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,"acrylic acid, methyl ester",323.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0091,chodera_2015_historical_fallback,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,"acrylic acid, methyl ester",325.6,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0092,chodera_2015_historical_fallback,BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,"acrylic acid, methyl ester",328.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0093,chodera_2015_historical_fallback,MTHSVFCYNBDYFN-UHFFFAOYSA-N,OCCOCCO,bis(2-hydroxyethyl) ether,293.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0094,chodera_2015_historical_fallback,MTHSVFCYNBDYFN-UHFFFAOYSA-N,OCCOCCO,bis(2-hydroxyethyl) ether,298.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0095,chodera_2015_historical_fallback,MTHSVFCYNBDYFN-UHFFFAOYSA-N,OCCOCCO,bis(2-hydroxyethyl) ether,303.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0096,chodera_2015_historical_fallback,CGZZMOTZOONQIA-UHFFFAOYSA-N,O=C1CCCCCC1,cycloheptanone,298.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0097,chodera_2015_historical_fallback,JHIVVAPYMSGYDF-UHFFFAOYSA-N,O=C1CCCCC1,cyclohexanone,288.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0098,chodera_2015_historical_fallback,JHIVVAPYMSGYDF-UHFFFAOYSA-N,O=C1CCCCC1,cyclohexanone,293.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0099,chodera_2015_historical_fallback,JHIVVAPYMSGYDF-UHFFFAOYSA-N,O=C1CCCCC1,cyclohexanone,298.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
