arm,split_id,repeat,fold,fold_seed,train_count,n_test,n_assoc,n_ionic,n_gt60,mae,rmse,r2,spearman,auc_gt15,auc_gt30,mae_lt20,mae_20_60,mae_gt60,mae_assoc,mae_ionic,mae_none,mae_both,bias_assoc,bias_ionic,bias_gt60,spearman_gt60,delta_sign_accuracy
O0_onsager,0,0,0,42,187,47,14,3,0,8.15675569688,15.6462494778,-0.964920057745,0.766073080481,0.839826839827,0.865853658537,6.71724934874,13.482929185,,10.5462826445,40.8397520987,3.77334348114,,10.0805440799,-39.1606556414,,,0.553191489362
O1_structured_offset,0,0,0,42,187,47,14,3,0,6.34737283532,12.5925235676,-0.272769996881,0.813065697091,0.898268398268,0.926829268293,5.4795122165,9.55845712493,,5.81580337704,35.7941882809,3.65075703796,,0.753304957062,-27.1275216142,,,0.702127659574
R0_direct_regression,0,0,0,42,187,47,14,3,0,4.94772904398,7.09524039846,0.595928133508,0.756938020352,0.839826839827,0.983739837398,3.8010172254,9.19056277275,,5.71673088292,5.76259969076,4.50737445447,,-1.6225185961,-5.76259969076,,,0.893617021277
R1_direct_with_logg,0,0,0,42,187,47,14,3,0,4.55796305669,6.4599901825,0.665043738727,0.78864120123,0.866883116883,1,3.50939453437,8.43766658926,,5.61207940183,6.55634473165,3.86620392813,,-1.81132220078,-5.43585624695,,,0.851063829787
D0_delta_core,0,0,0,42,187,47,14,3,0,5.11970019349,9.08987672734,0.336806331208,0.788198106737,0.931818181818,0.975609756098,4.53907530513,7.26801228039,,4.74082921017,23.6454230243,3.44393436928,,-0.463375517429,-7.04542302431,,,0.723404255319
D1_delta_core_morgan,0,0,0,42,187,47,14,3,0,5.50437419393,10.0691136433,0.186220267522,0.820777978662,0.88961038961,0.947154471545,4.67155899551,8.5857904281,,5.23473377914,26.7885596177,3.50178784513,,0.701765860701,-24.1953172523,,,0.744680851064
D2_delta_log,0,0,0,42,187,47,14,3,0,7.02968113732,15.3807269928,-0.898795140007,0.798103607771,0.88961038961,0.951219512195,5.19440817317,13.8201911047,,8.89856476794,23.0671172502,4.55379183174,,-4.26697340529,-18.0054400626,,,0.787234042553
D3_delta_leaky,0,0,0,42,187,47,14,3,0,5.2620740506,8.26601307905,0.451575862819,0.74040240518,0.865800865801,0.971544715447,4.47305112399,8.18145887905,,5.25552928655,12.3731657853,4.55401910035,,-2.40757783835,-5.38550812388,,,0.872340425532
O0_onsager,1,0,1,43,187,47,19,6,2,15.5131455922,35.4214163038,-0.662617780746,0.611008325624,0.760784313725,0.80487804878,7.20801650656,24.8297430075,105.459054264,22.2443139489,47.7285558621,3.4216688585,31.0077549855,15.6070002613,-46.6591549275,105.459054264,,0.63829787234
O1_structured_offset,1,0,1,43,187,47,19,6,2,14.2472441231,34.6952230757,-0.595144183625,0.776235233442,0.892156862745,0.849593495935,6.3727084508,23.4926732788,97.2644901958,21.5124703951,52.4326865659,3.41785972896,67.8706083055,4.05701597666,-50.9333299222,97.2644901958,,0.68085106383
R0_direct_regression,1,0,1,43,187,47,19,6,2,9.51087908622,26.4359206698,0.0739179718727,0.846669750231,0.91568627451,0.80487804878,3.05676950426,11.8320676804,106.464204712,17.129394198,6.73702354431,3.58334070164,2.4347454071,11.7232103247,5.95800609589,106.464204712,,0.744680851064
R1_direct_with_logg,1,0,1,43,187,47,19,6,2,9.87859860988,26.6827292514,0.0565452502388,0.852839140663,0.908823529412,0.853658536585,3.7444390496,11.8393991124,103.374908371,18.5495390802,6.2351284345,3.37572670895,3.28765974045,10.7176978864,3.39843180974,103.374908371,,0.744680851064
D0_delta_core,1,0,1,43,187,47,19,6,2,11.793118072,30.4670214805,-0.230043793091,0.729572116306,0.83431372549,0.74593495935,4.58910137209,17.7519093149,101.488050136,15.7294722584,30.1047707414,3.26169434497,1.74635612581,11.4255387488,-17.6071999908,101.488050136,,0.659574468085
D1_delta_core_morgan,1,0,1,43,187,47,19,6,2,12.5908091159,30.3538968896,-0.220926402269,0.609715495991,0.736274509804,0.739837398374,5.7491953358,17.0860478088,104.174430567,17.9528659836,33.6500940013,3.50904146923,17.7269922557,13.8354708064,-10.9876814689,104.174430567,,0.659574468085
D2_delta_log,1,0,1,43,187,47,19,6,2,14.1317553959,31.6864255914,-0.330476102909,0.707215541166,0.81568627451,0.833333333333,5.73627236689,25.2539010748,95.6831656557,22.2246446514,37.772486872,3.7129359507,36.9105644086,3.48446453843,-33.7063793305,73.5151092029,,0.787234042553
D3_delta_leaky,1,0,1,43,187,47,19,6,2,10.5480822818,26.7452344358,0.0521199245465,0.855226641998,0.903921568627,0.837398373984,4.06760698107,15.3303950068,94.4134424057,18.1478331579,17.3551084199,2.68498787428,8.8096611296,8.30602454953,-9.76486018875,94.4134424057,,0.744680851064
O0_onsager,2,0,2,44,187,47,12,4,1,6.88395970851,10.9822173582,0.216411665986,0.732423681776,0.785714285714,0.790476190476,5.11277902696,12.0109525893,40.0710561236,11.0050469522,22.2323813421,4.45709605089,40.0710561236,9.57471640489,-2.19685328031,40.0710561236,,0.510638297872
O1_structured_offset,2,0,2,44,187,47,12,4,1,6.60769869414,11.5614947855,0.131567901888,0.654485520329,0.825,0.721428571429,4.82028126455,8.95298132955,59.9,11.6939260998,22.9237536499,4.32624096334,59.9,2.95085373604,20.2760531751,59.9,,0.63829787234
R0_direct_regression,2,0,2,44,187,47,12,4,1,4.67383448491,6.93544502965,0.687495295643,0.880434782609,0.914285714286,0.957142857143,3.7459006108,7.45566740853,21.3904251099,5.46088453356,13.1318732262,3.84382933104,21.3904251099,1.67152425321,-2.43666067123,21.3904251099,,0.851063829787
R1_direct_with_logg,2,0,2,44,187,47,12,4,1,5.96275496623,12.8110214167,-0.0662901716563,0.886845910705,0.917857142857,0.980952380952,4.38674631361,13.211468386,16.6860984802,5.43997758977,23.5444167614,4.29619324282,16.6860984802,-1.96007932552,-15.2013675213,16.6860984802,,0.851063829787
D0_delta_core,2,0,2,44,187,47,12,4,1,7.06948955508,12.9978703062,-0.097620703582,0.835971078082,0.921428571429,0.966666666667,4.61248324065,16.2350828021,38.7335830888,9.137464287,22.6324494001,5.33813197291,38.7335830888,-1.65222852597,3.08434214427,38.7335830888,,0.595744680851
D1_delta_core_morgan,2,0,2,44,187,47,12,4,1,6.64656077864,10.5904503865,0.27132016426,0.814233258912,0.914285714286,0.942857142857,4.68864575399,13.5816259609,34.4597904643,10.9122775102,22.4110658977,3.94551729212,34.4597904643,-0.552572612155,4.33416440322,34.4597904643,,0.63829787234
D2_delta_log,2,0,2,44,187,47,12,4,1,11.6036153694,32.7485930357,-5.96776001786,0.765263644773,0.866666666667,0.842857142857,4.27811758301,45.9417598436,56.9310177185,28.6502469208,21.477079783,5.39342680932,56.9310177185,-21.6372642056,-19.2597501392,-56.9310177185,,0.765957446809
D3_delta_leaky,2,0,2,44,187,47,12,4,1,4.53638035956,7.22745699955,0.660625720671,0.85256706753,0.9,0.980952380952,3.80069472193,7.70841225936,11.0238969287,6.45498826835,11.8674103696,3.10325853529,11.0238969287,-1.97927944282,-5.57236188674,11.0238969287,,0.851063829787
O0_onsager,3,0,3,45,187,47,12,2,1,12.6587668714,29.3143412791,-1.98700729109,0.637275592183,0.747058823529,0.728571428571,10.4918693451,11.3617020286,104.507558926,17.2638209766,113.171801507,4.89250267333,,15.4524631036,-113.171801507,104.507558926,,0.489361702128
O1_structured_offset,3,0,3,45,187,47,12,2,1,11.376781561,26.4048908229,-1.42350966322,0.762415908235,0.837254901961,0.795238095238,10.2744839276,6.53599270248,95.7288937262,14.5991225321,101.178020309,4.76252188982,,6.67379790358,-101.178020309,95.7288937262,,0.63829787234
R0_direct_regression,3,0,3,45,187,47,12,2,1,6.3417118997,13.1802515655,0.396157881047,0.858026654691,0.925490196078,0.857142857143,3.97572957539,7.99469447157,79.0062147522,14.3278815263,3.00000066757,3.64017817075,,4.82225411161,-0.875462818146,79.0062147522,,0.808510638298
R1_direct_with_logg,3,0,3,45,187,47,12,2,1,6.249694236,13.0974792659,0.403718352606,0.876250511845,0.935294117647,0.847619047619,4.1990406763,6.92808460151,76.0183626556,15.7721492761,7.6540391922,2.70187149681,,-0.988166719437,-7.6540391922,76.0183626556,,0.851063829787
D0_delta_core,3,0,3,45,187,47,12,2,1,10.1453724213,22.9949625888,-0.837982695159,0.824762579424,0.874509803922,0.838095238095,9.21908746142,5.74976611702,83.9783726775,14.0935190697,85.7161168454,4.12963761443,,1.49543364177,-85.7161168454,83.9783726775,,0.63829787234
D1_delta_core_morgan,3,0,3,45,187,47,12,2,1,10.5627228762,24.3000564164,-1.05253497979,0.789055582963,0.850980392157,0.814285714286,9.3873947194,6.14984132147,93.7657986724,13.9895706707,90.2883128671,4.48474246669,,4.49216794302,-90.2883128671,93.7657986724,,0.63829787234
D2_delta_log,3,0,3,45,187,47,12,2,1,13.1660365079,27.3348860238,-1.5972307628,0.734237229644,0.823529411765,0.704761904762,10.6491440628,13.4917774859,103.359388172,25.2206395683,72.5850107686,5.18139453068,,-4.8451360132,-72.5850107686,103.359388172,,0.787234042553
D3_delta_leaky,3,0,3,45,187,47,12,2,1,6.94126516423,12.2412495908,0.479132200935,0.873926744316,0.905882352941,0.919047619048,5.48866083681,8.57767590452,45.9599286162,13.4767830175,21.0119161008,3.71194649416,,-4.81465105882,-21.0119161008,45.9599286162,,0.765957446809
O0_onsager,4,0,4,46,188,46,12,3,1,9.20224240725,17.1610552516,0.0171092372094,0.634308797983,0.843010752688,0.743421052632,4.58350497478,18.3259806848,79.6206697687,20.0262773535,5.9405058365,5.32794532202,,18.0927778282,5.33977351465,79.6206697687,,0.5
O1_structured_offset,4,0,4,46,188,46,12,3,1,9.15031031939,15.4609212942,0.202211056538,0.646539838738,0.876344086022,0.871710526316,6.01830225721,13.928537261,70.98832308,18.2149413878,13.1,5.25919283996,,9.46043113953,13.1,70.98832308,,0.630434782609
R0_direct_regression,4,0,4,46,188,46,12,3,1,6.49803847729,12.0086470701,0.518711552888,0.812174288832,0.98064516129,0.957236842105,3.47581056815,11.9510876999,57.7455230713,14.3022489834,4.15081590017,3.70420433724,,9.22437222481,1.36974900564,57.7455230713,,0.826086956522
R1_direct_with_logg,4,0,4,46,188,46,12,3,1,6.45309555254,12.6056757782,0.469665915635,0.741981254104,0.954838709677,0.930921052632,3.62199491928,11.4877142868,55.1954303741,15.2542161481,4.99781975746,3.18704330219,,8.26092048168,4.99781975746,55.1954303741,,0.804347826087
D0_delta_core,4,0,4,46,188,46,12,3,1,9.44797203245,16.2104326933,0.122986074916,0.612972482423,0.861290322581,0.851973684211,5.8686542527,16.5907592511,63.2962221368,19.8186485967,13.1,5.08009452685,,10.3299472727,13.1,63.2962221368,,0.586956521739
D1_delta_core_morgan,4,0,4,46,188,46,12,3,1,8.54116454075,14.4050421028,0.307457646676,0.692246357421,0.917204301075,0.934210526316,5.74857765586,12.8492116652,63.2012342676,15.4377245428,13.1,5.43035078585,,8.38058312031,13.1,63.2012342676,,0.565217391304
D2_delta_log,4,0,4,46,188,46,12,3,1,10.4304790125,19.2744787323,-0.239888288121,0.594591261191,0.793548387097,0.773026315789,7.36330208666,14.2414708003,79.6717535395,17.6089138593,10.8112122358,7.61488488893,,11.6884985476,10.8112122358,79.6717535395,,0.652173913043
D3_delta_leaky,4,0,4,46,188,46,12,3,1,8.6703984448,16.3910808967,0.103330367237,0.642387986367,0.901075268817,0.845394736842,5.21911111584,14.6648367568,69.5210718378,19.3694679837,5.65030362087,4.82109038042,,10.0094306169,5.65030362087,69.5210718378,,0.739130434783
O0_onsager,5,1,0,47,187,47,17,6,0,9.45695029694,18.1122547931,-1.11359329951,0.714946517529,0.825670498084,0.895238095238,8.32822673288,13.633227484,,9.3296193161,27.7717691959,4.89802892843,3.20820280365,7.93642481772,-23.0027598212,,,0.510638297872
O1_structured_offset,5,1,0,47,187,47,17,6,0,8.00929285132,13.889873383,-0.243005239261,0.735956131004,0.885057471264,0.895238095238,7.56467606631,9.65437495587,,8.25246024673,21.375608792,4.81870461565,12.5763283255,0.0785524581726,-3.85601888512,,,0.702127659574
R0_direct_regression,5,1,0,47,187,47,17,6,0,4.64627233515,6.48793664471,0.728800061852,0.828563169931,0.913793103448,0.92380952381,4.1670853348,6.41926423645,,4.53579099363,5.90308198929,4.28988022678,1.39914474487,-1.10052517476,2.39540656408,,,0.851063829787
R1_direct_with_logg,5,1,0,47,187,47,17,6,0,4.49727281159,6.36619927082,0.738881980813,0.83844107783,0.932950191571,0.957142857143,4.15908634746,5.74856272888,,4.29298920822,7.90377078056,3.79315607426,3.86052093506,-0.558560054779,-0.0844226678212,,,0.872340425532
D0_delta_core,5,1,0,47,187,47,17,6,0,6.31004075361,9.99746783691,0.35604366971,0.761521885961,0.866858237548,0.792857142857,5.92749273155,7.72546843523,,6.02507263072,18.8594818638,3.31425195659,1.86750940033,-2.91461344036,-3.4261485305,,,0.702127659574
D1_delta_core_morgan,5,1,0,47,187,47,17,6,0,8.82172389178,17.4988981323,-0.972866922867,0.674619560637,0.808429118774,0.728571428571,8.59791562577,9.64981447603,,7.59816136853,33.962062598,3.96319616242,17.4,-0.534723915138,-12.7287292647,,,0.63829787234
D2_delta_log,5,1,0,47,187,47,17,6,0,6.68041735975,10.7687575066,0.252850378805,0.82509395917,0.904214559387,0.938095238095,6.34407112904,7.92489841335,,6.06388201695,18.3297440848,4.04136659684,0.119007810011,-5.0124684001,-10.3210266126,,,0.765957446809
D3_delta_leaky,5,1,0,47,187,47,17,6,0,5.57257788973,8.23679258533,0.562888084418,0.809251230032,0.883141762452,0.97619047619,5.43160729049,6.0941691069,,5.96192161146,14.4256349311,3.58162860469,15.5360312814,-2.87371440358,-6.47410259295,,,0.808510638298
O0_onsager,6,1,1,48,187,47,14,5,1,14.9394747521,32.4699786501,-4.47962704435,0.763760407031,0.8,0.828571428571,12.3749282048,20.9645660732,38.4225993742,9.99174568749,89.9591465888,4.01696931348,,8.22538974362,-89.9591465888,38.4225993742,,0.595744680851
O1_structured_offset,6,1,1,48,187,47,14,5,1,13.5689508071,29.9758077558,-3.67012799985,0.781931529544,0.810416666667,0.857142857143,12.059947957,16.9224859208,29.4951643099,8.1937527071,82.6733448306,3.91647949573,,-0.702045320661,-82.6733448306,29.4951643099,,0.617021276596
R0_direct_regression,6,1,1,48,187,47,14,5,1,6.20176144733,10.1673169391,0.462721183518,0.796369102683,0.8625,0.942857142857,3.81763005926,9.76746063406,50.4236689758,9.61356855256,5.11127998352,4.69058672754,,0.116076942171,-2.2388772583,50.4236689758,,0.851063829787
R1_direct_with_logg,6,1,1,48,187,47,14,5,1,6.84038618905,10.0778039849,0.472139933303,0.719514311697,0.833333333333,0.828571428571,4.70549782815,11.301516513,32.4890452576,11.2568533352,8.52672973633,4.33101983965,,-2.07578601565,-6.52959381104,32.4890452576,,0.851063829787
D0_delta_core,6,1,1,48,187,47,14,5,1,13.6681707368,28.5492681584,-3.23620485924,0.755155034905,0.808333333333,0.828571428571,11.2883254015,19.0968262369,37.2475469698,10.5416683814,76.4250997481,4.02482744822,,-0.39510500023,-76.4250997481,37.2475469698,,0.659574468085
D1_delta_core_morgan,6,1,1,48,187,47,14,5,1,13.3959045615,29.3045302748,-3.46330456612,0.7800943577,0.828125,0.833333333333,10.9679134216,18.7198985929,39.8116601099,9.41935209518,79.1221213279,3.64735637203,,0.0903639855491,-79.1221213279,39.8116601099,,0.595744680851
D2_delta_log,6,1,1,48,187,47,14,5,1,25.1539484977,61.0293713459,-18.3581917355,0.731961147086,0.79375,0.766666666667,22.6167013047,27.5722234658,87.3565756034,21.7552224969,156.359826961,3.42369034398,,-13.3321644684,-156.359826961,-87.3565756034,,0.744680851064
D3_delta_leaky,6,1,1,48,187,47,14,5,1,8.81838955313,15.8976624579,-0.31357095733,0.760291396855,0.870833333333,0.909523809524,5.61974612606,15.9464387437,42.3623684038,13.4781289738,24.2662922226,3.72996579468,,-5.63384083432,-17.7307193045,42.3623684038,,0.787234042553
O0_onsager,7,1,2,49,187,47,15,4,1,7.66614677219,10.9820991716,0.246178302375,0.691720629047,0.775,0.79674796748,4.72303371739,14.084696551,40.0710561236,12.2622832047,15.0072224713,5.39368332625,40.0710561236,10.9166295617,6.28762793351,40.0710561236,,0.531914893617
O1_structured_offset,7,1,2,49,187,47,15,4,1,7.59360343951,11.9939779901,0.10086602893,0.632389492162,0.898958333333,0.770325203252,5.60212221024,9.1750076635,59.9,10.9662992664,24.9,5.26568526417,59.9,4.12414731977,24.9,59.9,,0.63829787234
R0_direct_regression,7,1,2,49,187,47,15,4,1,5.71645040997,7.96050912662,0.603923021211,0.788968547641,0.904166666667,0.90243902439,5.49326937701,5.494350579,15.9708847046,9.14056092784,10.6351106644,3.62052404822,15.9708847046,-1.36472905935,-2.64966831207,15.9708847046,,0.851063829787
R1_direct_with_logg,7,1,2,49,187,47,15,4,1,7.37599229689,14.6224543593,-0.3364061341,0.791257088673,0.910416666667,0.849593495935,7.02318353269,7.58593729886,17.4149040222,11.3493767975,25.3142645836,3.19271833378,17.4149040222,-5.62663441162,-14.7573624611,17.4149040222,,0.829787234043
D0_delta_core,7,1,2,49,187,47,15,4,1,8.28586255609,12.5882030828,0.00956633705073,0.733212011359,0.954166666667,0.853658536585,6.60712722453,10.8482286308,38.855572339,14.6352807369,17.6883553483,4.75891310445,38.855572339,-6.56235103512,17.6883553483,38.855572339,,0.723404255319
D1_delta_core_morgan,7,1,2,49,187,47,15,4,1,6.27887750238,9.23084492948,0.467424943767,0.771496356141,0.939583333333,0.90243902439,5.24077398366,7.54619369151,28.6720225772,7.24415864464,20.2922314586,4.61889516156,28.6720225772,0.289936487831,7.39377983,28.6720225772,,0.702127659574
D2_delta_log,7,1,2,49,187,47,15,4,1,12.8908818873,35.1193722418,-6.70888203617,0.873034227567,0.99375,0.930894308943,4.12540179465,40.350601597,17.625768321,28.6147384354,8.41352144482,5.5386915418,17.625768321,-27.7570692587,-0.399362715696,-17.625768321,,0.702127659574
D3_delta_leaky,7,1,2,49,187,47,15,4,1,7.45836475893,11.2743077297,0.205529674026,0.65841813136,0.945833333333,0.910569105691,6.43831211832,10.4430232307,10.3289639911,12.6582868597,6.85496151258,4.95096409363,10.3289639911,-6.72535140419,6.85496151258,10.3289639911,,0.808510638298
O0_onsager,8,1,3,50,187,47,13,1,1,8.39246174399,16.4825664202,0.0396633799758,0.573518358866,0.721774193548,0.721153846154,4.58761324305,19.4154451029,79.6206697687,20.9051097498,0.901098482776,3.69024777991,,20.9032250636,-0.901098482776,79.6206697687,,0.510638297872
O1_structured_offset,8,1,3,50,187,47,13,1,1,6.87802016999,14.0853927633,0.298687234712,0.752136245422,0.811491935484,0.846153846154,3.69448264181,15.393717037,71.4261057004,14.7596505468,15.5,3.51186336004,,12.7086609954,15.5,71.4261057004,,0.723404255319
R0_direct_regression,8,1,3,50,187,47,13,1,1,6.37255833666,11.4498111414,0.536584594147,0.888284954319,0.943548387097,0.958333333333,3.03840828847,18.3940101842,52.2542472839,11.3212082819,5.85082244873,4.43890035485,,7.25657455151,-5.85082244873,52.2542472839,,0.808510638298
R1_direct_with_logg,8,1,3,50,187,47,13,1,1,5.65664020234,11.6668260507,0.518851355877,0.941380638612,0.953629032258,0.967948717949,2.32379789621,18.0186902945,49.1031394958,13.4376353953,3.58460140228,2.65418872631,,2.86742627951,3.58460140228,49.1031394958,,0.893617021277
D0_delta_core,8,1,3,50,187,47,13,1,1,7.189682134,13.7007170975,0.336470221253,0.844536872082,0.871975806452,0.971153846154,3.90675155713,17.9904760543,59.61841719,14.7414750503,15.5,3.96290559527,,3.98003309439,15.5,59.61841719,,0.702127659574
D1_delta_core_morgan,8,1,3,50,187,47,13,1,1,5.9893497448,11.3027670025,0.548410982986,0.83544141112,0.863911290323,1,3.45415197823,12.7108761322,57.8113779291,12.3414996274,15.5,3.19878614695,,8.80356668441,15.5,57.8113779291,,0.702127659574
D2_delta_log,8,1,3,50,187,47,13,1,1,11.453015719,22.6770016878,-0.817795758175,0.657241978549,0.758064516129,0.778846153846,4.93517427311,38.5572076567,75.9194885459,23.5761087642,11.7864026525,6.66714915779,,7.07642634621,11.7864026525,75.9194885459,,0.787234042553
D3_delta_leaky,8,1,3,50,187,47,13,1,1,6.25343887046,14.2737654306,0.279803623802,0.875455335375,0.923387096774,0.907051282051,2.76526436208,16.9137394457,67.6701406702,16.5313762818,6.16717553837,2.20716847607,,6.56482803753,6.16717553837,67.6701406702,,0.936170212766
O0_onsager,9,1,4,51,188,46,10,2,2,12.0197844133,31.8529440102,-0.172153563955,0.589102346945,0.838961038961,0.729166666667,4.33725100541,14.9707473421,138.50153404,39.5643022623,32.3144504369,4.32701333379,58.8073071673,26.9534062558,-26.4928567305,138.50153404,,0.54347826087
O1_structured_offset,9,1,4,51,188,46,10,2,2,11.4173376934,31.0843479309,-0.116269037798,0.718643055433,0.924675324675,0.858333333333,3.96573780234,15.4321228512,129.486995102,36.7190528477,45.9734683155,4.18591444059,80.446936631,16.6763582651,-34.4734683155,129.486995102,,0.586956521739
R0_direct_regression,9,1,4,51,188,46,10,2,2,8.87066995347,28.6894050597,0.0491140281178,0.797187702744,0.948051948052,0.8625,2.76897252496,6.14701750183,129.595833473,28.7366876041,0.803997135162,3.42058792049,0.644629669189,25.6827760418,-0.803997135162,129.595833473,,0.869565217391
R1_direct_with_logg,9,1,4,51,188,46,10,2,2,8.77940896387,27.792729542,0.107624253306,0.794615598491,0.976623376623,0.945833333333,2.74953190586,7.24108673954,123.470484905,28.0882502472,0.474630451202,3.51119882415,0.870909881592,21.8277979095,-0.474630451202,123.470484905,,0.847826086957
D0_delta_core,9,1,4,51,188,46,10,2,2,10.6572128734,29.1962827243,0.0152171494892,0.758317517923,0.961038961039,0.908333333333,4.12447834352,10.6736055579,128.180863674,32.8560714513,25.134777242,4.32537107442,39.9864644244,20.4720894509,-14.8516871825,128.180863674,,0.586956521739
D1_delta_core_morgan,9,1,4,51,188,46,10,2,2,10.0183186954,29.4038901839,0.00116226735953,0.71915675516,0.924675324675,0.879166666667,4.09988116672,5.92183877601,132.936113889,29.9242292683,9.29542020783,4.28858192302,7.09084041566,26.8404061967,9.29542020783,132.936113889,,0.608695652174
D2_delta_log,9,1,4,51,188,46,10,2,2,11.381481096,31.2462406178,-0.127926763023,0.6906164239,0.875324675325,0.7625,4.09698038544,12.8160955792,136.764035953,36.0386909737,28.1885256647,4.46075330385,49.3421962855,21.6313691046,-21.1536706208,136.764035953,,0.717391304348
D3_delta_leaky,9,1,4,51,188,46,10,2,2,9.1727789386,28.1222917347,0.0863354507448,0.721598618478,0.874025974026,0.958333333333,2.75578807006,8.96483493795,125.510390575,30.2842069541,12.2880926095,3.33798789759,22.3,26.0370115901,12.2880926095,125.510390575,,0.804347826087
O0_onsager,10,2,0,52,187,47,13,3,2,10.977267394,20.4965494078,-0.606622504892,0.626040703053,0.748120300752,0.638211382114,7.52387441509,13.2904237097,59.8458629462,19.8909635491,50.4123235538,4.56822271377,40.0710561236,18.7610770104,-23.698286138,59.8458629462,,0.531914893617
O1_structured_offset,10,2,0,52,187,47,13,3,2,9.8202694851,18.8074504903,-0.352733337048,0.692131411895,0.822368421053,0.644308943089,6.9171636156,8.83281277481,65.5619057529,17.80408668,49.0261173807,4.46628708805,59.9,12.5354342968,-9.09278404736,65.5619057529,,0.68085106383
R0_direct_regression,10,2,0,52,187,47,13,3,2,5.74021538552,9.57755268014,0.649198503459,0.863320999075,0.973684210526,0.947154471545,3.57215434647,7.33077507782,35.7284851074,10.8259010256,13.3900404612,3.6851501888,29.0415176392,6.84674514184,5.97097129822,35.7284851074,,0.787234042553
R1_direct_with_logg,10,2,0,52,187,47,13,3,2,5.03353807177,8.90251711127,0.696905557886,0.896123048269,0.963345864662,0.983739837398,3.4381447494,4.69901359558,34.6255435944,8.79571051524,15.4034510295,3.17540621954,25.5912994385,5.61454668338,1.65741526286,34.6255435944,,0.829787234043
D0_delta_core,10,2,0,52,187,47,13,3,2,7.79725693326,13.2787791871,0.325675969446,0.834011975981,0.873120300752,0.922764227642,6.17505390447,7.07953046533,39.7744422766,11.8475995707,34.26331975,4.32332595894,28.6841084918,6.63703717703,-15.1405807555,39.7744422766,,0.617021276596
D1_delta_core_morgan,10,2,0,52,187,47,13,3,2,8.490837761,14.8945308254,0.151589580176,0.839357137724,0.87969924812,0.873983739837,6.81014654618,7.66660696776,42.0240879866,13.1359129282,40.3280756468,4.22413746308,27.8541190585,8.38818965576,-21.7586629411,42.0240879866,,0.63829787234
D2_delta_log,10,2,0,52,187,47,13,3,2,11.2208928594,18.8427785043,-0.357820072875,0.682932469935,0.78007518797,0.743902439024,8.78489102217,11.0462509314,54.7241346519,17.1699440233,37.6753440586,7.09818019784,35.9951064147,3.40720581584,-37.6753440586,18.7290282372,,0.68085106383
D3_delta_leaky,10,2,0,52,187,47,13,3,2,7.8402529598,13.4148878363,0.311781361366,0.824930619796,0.902255639098,0.943089430894,6.05997867009,7.39619304258,41.215352616,14.6567084515,21.2239855919,4.37566816023,25.7386586627,4.3017769371,-4.06487981682,41.215352616,,0.829787234043
O0_onsager,11,2,1,53,187,47,16,4,0,9.83348539477,18.2137297086,-1.33556240503,0.640744702647,0.794117647059,0.80487804878,8.10464688714,16.230187873,,10.8436000677,40.7827284514,4.64982587649,,9.29803861684,-35.2333157912,,,0.553191489362
O1_structured_offset,11,2,1,53,187,47,16,4,0,7.97953594821,15.2697530152,-0.641563647881,0.765933765783,0.875490196078,0.886178861789,6.96739942057,11.7244411005,,7.80734019888,32.0876862229,4.51000005526,,0.665691928203,-25.9376862229,,,0.702127659574
R0_direct_regression,11,2,1,53,187,47,16,4,0,6.05760517718,7.89995070628,0.560617795001,0.723367350191,0.823529411765,0.939024390244,5.08570280164,9.65364396667,,7.46855062461,10.8403276682,4.51293787633,,-3.56285479808,-7.11639192104,,,0.851063829787
R1_direct_with_logg,11,2,1,53,187,47,16,4,0,7.92001278189,17.4407909324,-1.14153932331,0.761775344089,0.848039215686,0.939024390244,6.82424639949,11.9743483968,,6.7572580961,30.2992721677,5.29360676076,,-5.23027046168,-24.1209035754,,,0.829787234043
D0_delta_core,11,2,1,53,187,47,16,4,0,7.86446043487,13.6113875226,-0.304363083099,0.805549030929,0.906862745098,0.967479674797,6.13740093967,14.2545805671,,9.17041941885,13.9607528082,6.18740438905,,-8.25017419451,1.3386982881,,,0.68085106383
D1_delta_core_morgan,11,2,1,53,187,47,16,4,0,7.22126808435,16.0540469856,-0.814524182803,0.790582297864,0.898039215686,0.951219512195,6.90494300736,8.39167086922,,6.76918192495,30.7063284375,4.00990279316,,-4.52524209761,-16.7400267294,,,0.723404255319
D2_delta_log,11,2,1,53,187,47,16,4,0,11.5578135686,20.4500003234,-1.94428834357,0.729785204549,0.862745098039,0.930894308943,8.13359520435,24.2274215161,,18.0361647509,15.1399573833,7.18810267311,,-14.9781494699,-8.46442860869,,,0.787234042553
D3_delta_leaky,11,2,1,53,187,47,16,4,0,6.34395051136,8.73403951311,0.462938518064,0.680427869326,0.858823529412,0.975609756098,5.49471074748,9.48613763773,,8.19960487505,9.17860351202,4.82435488834,,-5.58123264455,9.17860351202,,,0.808510638298
O0_onsager,12,2,2,54,187,47,13,1,1,10.9990115117,28.7692929552,-0.235406742343,0.667129229216,0.821266968326,0.780952380952,7.14689049068,8.89145374882,172.495509154,20.4050492053,78.2035313888,5.25710212095,,19.9034845973,-78.2035313888,172.495509154,,0.553191489362
O1_structured_offset,12,2,2,54,187,47,13,1,1,9.59690189015,26.5845000434,-0.0548934225246,0.743534957602,0.891402714932,0.852380952381,6.43159478457,5.58109021797,162.855569846,16.4640285374,65.394508005,5.20083363171,,10.2635452897,-65.394508005,162.855569846,,0.68085106383
