record_id,name,smiles,inchikey,T_K,inverse_temperature_1_K,viscosity_cP,viscosity_Pa_s,log10_viscosity_cP,md_density_g_cm3,reference,source_doi,source_url,data_status,gate_flags
273,Isobutyl acrylate,C=CC(=O)OCC(C)C,CFVWNXQPGQOHRJ-UHFFFAOYSA-N,294.2611111,0.003398342,0.822,0.000822,-0.085128182,0.936096371,"Sunghwan Kim, Paul A Thiessen, Tiejun Cheng, Jian Zhang, Asta Gindulyte, and Evan E Bolton. Pug-view: programmatic access to chemical annotations integrated in pubchem. Journal of cheminformatics, 11(1):1-11, 2019.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
274,n-butyl acrylate,C=CC(=O)OCCCC,CQEYYJKEWSMYFG-UHFFFAOYSA-N,278.3,0.003593245,1.18,0.00118,0.071882007,0.941320166,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
275,n-butyl acrylate,C=CC(=O)OCCCC,CQEYYJKEWSMYFG-UHFFFAOYSA-N,286.0,0.003496503,1.03,0.00103,0.012837225,0.935908275,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
276,n-butyl acrylate,C=CC(=O)OCCCC,CQEYYJKEWSMYFG-UHFFFAOYSA-N,298.3,0.00335233,0.86,0.00086,-0.065501549,0.922245585,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
277,Linalool,C=CC(C)(O)CCC=C(C)C,CDOSHBSSFJOMGT-UHFFFAOYSA-N,298.15,0.003354016,4.465,0.004465,0.649821463,0.865261002,"Sunghwan Kim, Paul A Thiessen, Tiejun Cheng, Jian Zhang, Asta Gindulyte, and Evan E Bolton. Pug-view: programmatic access to chemical annotations integrated in pubchem. Journal of cheminformatics, 11(1):1-11, 2019.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
278,Methyl vinyl ketone,C=CC(C)=O,FUSUHKVFWTUUBE-UHFFFAOYSA-N,294.2611111,0.003398342,0.807,0.000807,-0.093126465,0.881764747,"Sunghwan Kim, Paul A Thiessen, Tiejun Cheng, Jian Zhang, Asta Gindulyte, and Evan E Bolton. Pug-view: programmatic access to chemical annotations integrated in pubchem. Journal of cheminformatics, 11(1):1-11, 2019.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
279,Acrylamide,C=CC(N)=O,HRPVXLWXLXDGHG-UHFFFAOYSA-N,298.15,0.003354016,2.71,0.00271,0.432969291,1.113657094,"Sunghwan Kim, Paul A Thiessen, Tiejun Cheng, Jian Zhang, Asta Gindulyte, and Evan E Bolton. Pug-view: programmatic access to chemical annotations integrated in pubchem. Journal of cheminformatics, 11(1):1-11, 2019.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
280,"1,3-butadiene",C=CC=C,KAKZBPTYRLMSJV-UHFFFAOYSA-N,293.1,0.003411805,0.47,0.00047,-0.327902142,0.632984561,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
281,"1,3-butadiene",C=CC=C,KAKZBPTYRLMSJV-UHFFFAOYSA-N,303.1,0.003299241,0.42,0.00042,-0.37675071,0.619193864,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
282,"1,3-butadiene",C=CC=C,KAKZBPTYRLMSJV-UHFFFAOYSA-N,313.1,0.003193868,0.38,0.00038,-0.420216403,0.598461862,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
283,"1,3-butadiene",C=CC=C,KAKZBPTYRLMSJV-UHFFFAOYSA-N,323.1,0.003095017,0.35,0.00035,-0.455931956,0.591531953,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
284,"1,3-butadiene",C=CC=C,KAKZBPTYRLMSJV-UHFFFAOYSA-N,333.1,0.003002101,0.31,0.00031,-0.508638306,0.572868852,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
285,Acrolein,C=CC=O,HGINCPLSRVDWNT-UHFFFAOYSA-N,293.15,0.003411223,0.35,0.00035,-0.455931956,0.864468267,"Sunghwan Kim, Paul A Thiessen, Tiejun Cheng, Jian Zhang, Asta Gindulyte, and Evan E Bolton. Pug-view: programmatic access to chemical annotations integrated in pubchem. Journal of cheminformatics, 11(1):1-11, 2019.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
286,3-bromopropylene,C=CCBr,BHELZAPQIKSEDF-UHFFFAOYSA-N,273.45,0.003656976,0.6168,0.0006168,-0.209855635,1.532219003,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
287,3-bromopropylene,C=CCBr,BHELZAPQIKSEDF-UHFFFAOYSA-N,279.79,0.003574109,0.573,0.000573,-0.241845378,1.510181319,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
288,3-bromopropylene,C=CCBr,BHELZAPQIKSEDF-UHFFFAOYSA-N,285.57,0.003501768,0.5372,0.0005372,-0.269863996,1.50420868,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
289,3-bromopropylene,C=CCBr,BHELZAPQIKSEDF-UHFFFAOYSA-N,291.49,0.003430649,0.5046,0.0005046,-0.297052754,1.492328449,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
290,3-bromopropylene,C=CCBr,BHELZAPQIKSEDF-UHFFFAOYSA-N,297.88,0.003357057,0.4727,0.0004727,-0.325414398,1.463187398,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
291,3-bromopropylene,C=CCBr,BHELZAPQIKSEDF-UHFFFAOYSA-N,303.99,0.003289582,0.4449,0.0004449,-0.351737594,1.466805269,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
292,3-bromopropylene,C=CCBr,BHELZAPQIKSEDF-UHFFFAOYSA-N,310.37,0.003221961,0.4198,0.0004198,-0.376957566,1.446294623,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
293,3-bromopropylene,C=CCBr,BHELZAPQIKSEDF-UHFFFAOYSA-N,315.99,0.003164657,0.3988,0.0003988,-0.39924485,1.433269097,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
294,3-bromopropylene,C=CCBr,BHELZAPQIKSEDF-UHFFFAOYSA-N,321.01,0.003115168,0.3805,0.0003805,-0.419645339,1.419164994,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
295,3-bromopropylene,C=CCBr,BHELZAPQIKSEDF-UHFFFAOYSA-N,327.7,0.003051572,0.3587,0.0003587,-0.445268623,1.40127253,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
296,3-bromopropylene,C=CCBr,BHELZAPQIKSEDF-UHFFFAOYSA-N,334.3,0.002991325,0.3402,0.0003402,-0.468265691,1.412999933,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
297,3-bromopropylene,C=CCBr,BHELZAPQIKSEDF-UHFFFAOYSA-N,341.82,0.002925516,0.3193,0.0003193,-0.495801082,1.389915975,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
298,3-Butenoic acid,C=CCC(=O)O,PVEOYINWKBTPIZ-UHFFFAOYSA-N,298.15,0.003354016,1.4,0.0014,0.146128036,1.029671556,"Valentin Goussard, Francois Duprat, Jean-Luc Ploix, G erard Dreyfus, Veronique Nardello-Rataj, and Jean-Marie Aubry. A new machine-learning tool for fast estimation of liquid viscosity. application to cosmetic oils. Journal of Chemical Information and Modeling, 60(4):2012-2023, 2020.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
299,"1,5-Hexadiene",C=CCCC=C,PYGSKMBEVAICCR-UHFFFAOYSA-N,309.15,0.003234676,0.244,0.000244,-0.612610174,0.674291121,"A Dean John et al. Lange's handbook of chemistry. In Universitas Of Tennese Knoxville, Fifthenth Edition, Mc. Graw Hill Inc, New York. Conference, 1999.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
300,1-Octene,C=CCCCCCC,KWKAKUADMBZCLK-UHFFFAOYSA-N,293.15,0.003411223,0.47,0.00047,-0.327902142,0.708604885,"A Dean John et al. Lange's handbook of chemistry. In Universitas Of Tennese Knoxville, Fifthenth Edition, Mc. Graw Hill Inc, New York. Conference, 1999.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
301,1-Nonene,C=CCCCCCCC,JRZJOMJEPLMPRA-UHFFFAOYSA-N,293.15,0.003411223,0.62,0.00062,-0.207608311,0.730451752,"A Dean John et al. Lange's handbook of chemistry. In Universitas Of Tennese Knoxville, Fifthenth Edition, Mc. Graw Hill Inc, New York. Conference, 1999.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
302,1-Decene,C=CCCCCCCCC,AFFLGGQVNFXPEV-UHFFFAOYSA-N,293.15,0.003411223,0.805,0.000805,-0.09420412,0.739135753,"A Dean John et al. Lange's handbook of chemistry. In Universitas Of Tennese Knoxville, Fifthenth Edition, Mc. Graw Hill Inc, New York. Conference, 1999.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
303,1-Decene,C=CCCCCCCCC,AFFLGGQVNFXPEV-UHFFFAOYSA-N,298.15,0.003354016,0.75,0.00075,-0.124938737,0.738252744,"Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, Kalipatnapu Y Rani, Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, and Kalipatnapu Y Rani. Correlations and estimation of pure liquid viscosity.Viscosity of Liquids: Theory, Estimation, Experiment, and Data, pages 135-405, 2007.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
304,1-Undecene,C=CCCCCCCCCC,DCTOHCCUXLBQMS-UHFFFAOYSA-N,298.15,0.003354016,0.96,0.00096,-0.017728767,0.748135661,"Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, Kalipatnapu Y Rani, Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, and Kalipatnapu Y Rani. Correlations and estimation of pure liquid viscosity.Viscosity of Liquids: Theory, Estimation, Experiment, and Data, pages 135-405, 2007.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
305,1-Dodecene,C=CCCCCCCCCCC,CRSBERNSMYQZNG-UHFFFAOYSA-N,298.15,0.003354016,1.2,0.0012,0.079181246,0.751826646,"Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, Kalipatnapu Y Rani, Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, and Kalipatnapu Y Rani. Correlations and estimation of pure liquid viscosity.Viscosity of Liquids: Theory, Estimation, Experiment, and Data, pages 135-405, 2007.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
306,1-Tetra decene,C=CCCCCCCCCCCCC,HFDVRLIODXPAHB-UHFFFAOYSA-N,298.15,0.003354016,1.83,0.00183,0.26245109,0.762700217,"Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, Kalipatnapu Y Rani, Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, and Kalipatnapu Y Rani. Correlations and estimation of pure liquid viscosity.Viscosity of Liquids: Theory, Estimation, Experiment, and Data, pages 135-405, 2007.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
307,1-Pentadodecene,C=CCCCCCCCCCCCCC,PJLHTVIBELQURV-UHFFFAOYSA-N,298.15,0.003354016,2.24,0.00224,0.350248018,0.7774387,"Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, Kalipatnapu Y Rani, Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, and Kalipatnapu Y Rani. Correlations and estimation of pure liquid viscosity.Viscosity of Liquids: Theory, Estimation, Experiment, and Data, pages 135-405, 2007.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
308,1-hexadecene,C=CCCCCCCCCCCCCCC,GQEZCXVZFLOKMC-UHFFFAOYSA-N,273.1,0.003661662,2.56,0.00256,0.408239965,0.806413672,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
309,1-hexadecene,C=CCCCCCCCCCCCCCC,GQEZCXVZFLOKMC-UHFFFAOYSA-N,293.1,0.003411805,1.67,0.00167,0.222716471,0.7810236,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
310,1-hexadecene,C=CCCCCCCCCCCCCCC,GQEZCXVZFLOKMC-UHFFFAOYSA-N,333.1,0.003002101,0.88,0.00088,-0.055517328,0.742940648,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
311,1-Hepta decene,C=CCCCCCCCCCCCCCCC,ADOBXTDBFNCOBN-UHFFFAOYSA-N,298.15,0.003354016,3.24,0.00324,0.51054501,0.786147499,"Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, Kalipatnapu Y Rani, Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, and Kalipatnapu Y Rani. Correlations and estimation of pure liquid viscosity.Viscosity of Liquids: Theory, Estimation, Experiment, and Data, pages 135-405, 2007.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
312,1-Octa decene,C=CCCCCCCCCCCCCCCCC,CCCMONHAUSKTEQ-UHFFFAOYSA-N,298.15,0.003354016,3.85,0.00385,0.58546073,0.785067837,"Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, Kalipatnapu Y Rani, Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, and Kalipatnapu Y Rani. Correlations and estimation of pure liquid viscosity.Viscosity of Liquids: Theory, Estimation, Experiment, and Data, pages 135-405, 2007.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
313,1-Nonodecene,C=CCCCCCCCCCCCCCCCCC,NHLUYCJZUXOUBX-UHFFFAOYSA-N,298.15,0.003354016,4.56,0.00456,0.658964843,0.790450267,"Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, Kalipatnapu Y Rani, Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, and Kalipatnapu Y Rani. Correlations and estimation of pure liquid viscosity.Viscosity of Liquids: Theory, Estimation, Experiment, and Data, pages 135-405, 2007.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
314,1-eicosene,C=CCCCCCCCCCCCCCCCCCC,VAMFXQBUQXONLZ-UHFFFAOYSA-N,301.8,0.003313453,4.94,0.00494,0.693726949,0.794421702,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
315,1-Eicosene,C=CCCCCCCCCCCCCCCCCCC,VAMFXQBUQXONLZ-UHFFFAOYSA-N,308.15,0.003245173,4.2,0.0042,0.62324929,0.787416427,"Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, Kalipatnapu Y Rani, Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, and Kalipatnapu Y Rani. Correlations and estimation of pure liquid viscosity.Viscosity of Liquids: Theory, Estimation, Experiment, and Data, pages 135-405, 2007.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
316,3-chloropropylene,C=CCCl,OSDWBNJEKMUWAV-UHFFFAOYSA-N,273.68,0.003653902,0.4035,0.0004035,-0.394156461,0.973270264,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
