inchikey,in_target_key_set,in_publishable_pure_subset,n_epsilon_observations,n_viscosity_observations,has_epsilon_and_viscosity,in_walden_pair_set,n_walden_pairs,key_carries_admissible_dn,admissible_dn_value,admissible_dn_source_id,admissible_dn_source_doi,key_carries_predicted_dn,predicted_dn_value,predicted_dn_source_id,dn_channel_status
LQERIDTXQFOHKA-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
LQFLWKPCQITJIH-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
LQNUZADURLCDLV-UHFFFAOYSA-N,true,true,5,18,true,true,12,false,,,,false,,,no_dn
LQZZUXJYWNFBMV-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
LRDFRRGEGBBSRN-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,true,20.934146,solvfunc87_predicted_dn,predicted_dn_only
LRHPLDYGYMQRHN-UHFFFAOYSA-N,true,true,23,34,true,true,15,false,,,,false,,,no_dn
LSBDFXRDZJMBSC-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
LSBXQLQATZTAPE-UHFFFAOYSA-N,true,true,1,9,true,true,1,false,,,,false,,,no_dn
LSQXNMXDFRRDSJ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
LSVLEIBTIVPHDT-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
LSXKDWGTSHCFPP-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
LTEQMZWBSYACLV-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
LVGKNOAMLMIIKO-VAWYXSNFSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
LVGUZGTVOIAKKC-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
LVTYICIALWPMFW-UHFFFAOYSA-N,true,true,6,2,true,true,2,false,,,,false,,,no_dn
LYCAIKOWRPUZTN-UHFFFAOYSA-N,true,true,1,118,true,true,1,false,,,,false,,,no_dn
LYGJENNIWJXYER-UHFFFAOYSA-N,true,true,0,164,false,false,0,false,,,,false,,,no_dn
LYUQWQRTDLVQGA-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
LZCLXQDLBQLTDK-UHFFFAOYSA-N,true,true,25,27,true,true,25,false,,,,false,,,no_dn
LZJIBRSVPKKOSI-UHFFFAOYSA-O,true,true,1,0,false,false,0,false,,,,false,,,no_dn
MAYCICSNZYXLHB-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
MCSAJNNLRCFZED-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
MCSINKKTEDDPNK-UHFFFAOYSA-N,true,true,0,5,false,false,0,false,,,,false,,,no_dn
MCTWTZJPVLRJOU-UHFFFAOYSA-N,true,true,1,0,false,false,0,false,,,,false,,,no_dn
MCVUKOYZUCWLQQ-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
MHAJPDPJQMAIIY-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
MHDVGSVTJDSBDK-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
MJWRHKSSZBHAEW-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
MLFHJEHSLIIPHL-UHFFFAOYSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
MLUCVPSAIODCQM-NSCUHMNNSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
MMKRHZKQPFCLLS-UHFFFAOYSA-N,true,true,0,6,false,false,0,false,,,,false,,,no_dn
MMOXZBCLCQITDF-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
MMXKVMNBHPAILY-UHFFFAOYSA-N,true,true,0,14,false,false,0,false,,,,false,,,no_dn
MMZYCBHLNZVROM-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
MNDIARAMWBIKFW-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
MNNZINNZIQVULG-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
MNWFXJYAOYHMED-UHFFFAOYSA-N,true,true,0,7,false,false,0,false,,,,false,,,no_dn
MPPPKRYCTPRNTB-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
MQWCXKGKQLNYQG-KNVOCYPGSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
MRABAEUHTLLEML-UHFFFAOYSA-N,true,true,25,25,true,true,25,false,,,,false,,,no_dn
MSTLSCNJAHAQNU-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
MSXVEPNJUHWQHW-UHFFFAOYSA-N,true,true,2,22,true,true,2,false,,,,false,,,no_dn
MTHSVFCYNBDYFN-UHFFFAOYSA-N,true,true,3,1,true,true,1,false,,,,false,,,no_dn
MTVLEKBQSDTQGO-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
MTZQAGJQAFMTAQ-UHFFFAOYSA-N,true,true,0,14,false,false,0,false,,,,false,,,no_dn
MTZWHHIREPJPTG-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
MVLVMROFTAUDAG-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
MVPPADPHJFYWMZ-UHFFFAOYSA-N,true,true,0,66,false,false,0,false,,,,false,,,no_dn
MWCLLHOVUTZFKS-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
MWKFXSUHUHTGQN-UHFFFAOYSA-N,true,true,1,1,true,true,1,false,,,,false,,,no_dn
MWOUGPLLVVEUMM-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
MXHTZQSKTCCMFG-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
MXLMTQWGSQIYOW-UHFFFAOYSA-N,true,true,2,1,true,true,1,false,,,,false,,,no_dn
MXOQDIDFDGDUME-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
MYMSJFSOOQERIO-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
MZHWPEFVDZZOKM-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
NAMYKGVDVNBCFQ-UHFFFAOYSA-N,true,true,0,15,false,false,0,false,,,,false,,,no_dn
NBBJYMSMWIIQGU-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
NBRKLOOSMBRFMH-UHFFFAOYSA-N,true,true,3,1,true,false,0,false,,,,false,,,no_dn
NDJKXXJCMXVBJW-UHFFFAOYSA-N,true,true,0,8,false,false,0,false,,,,false,,,no_dn
NDVWOBYBJYUSMF-NKWVEPMBSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
NDVWOBYBJYUSMF-RNFRBKRXSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
NDVWOBYBJYUSMF-UHFFFAOYSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
NEHDRDVHPTWWFG-UHFFFAOYSA-N,true,true,0,5,false,false,0,false,,,,false,,,no_dn
NEHMKBQYUWJMIP-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
NEQXUPRFDXNNTA-UHFFFAOYSA-N,true,true,1,0,false,false,0,false,,,,false,,,no_dn
NFLGAXVYCFJBMK-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
NGAZZOYFWWSOGK-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
NHLUYCJZUXOUBX-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
NHTMVDHEPJAVLT-UHFFFAOYSA-N,true,true,3,127,true,true,36,false,,,,false,,,no_dn
NIJJYAXOARWZEE-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
NIQCNGHVCWTJSM-UHFFFAOYSA-N,true,true,0,7,false,false,0,false,,,,false,,,no_dn
NIXOWILDQLNWCW-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
NJHVMXFNIZTTBV-UHFFFAOYSA-N,true,true,0,5,false,false,0,false,,,,false,,,no_dn
NKDDWNXOKDWJAK-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,true,18.57039,solvfunc87_predicted_dn,predicted_dn_only
NKNJFTJIZOSWNM-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
NKTOLZVEWDHZMU-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
NLHDFGKNWSCKMD-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
NLHHRLWOUZZQLW-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
NLZUEZXRPGMBCV-UHFFFAOYSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
NMFQPFSIPWZZMR-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
NMJJFJNHVMGPGM-UHFFFAOYSA-N,true,true,0,7,false,false,0,false,,,,true,14.896539,solvfunc87_predicted_dn,predicted_dn_only
NNBZCPXTIHJBJL-AOOOYVTPSA-N,true,true,0,21,false,false,0,false,,,,false,,,no_dn
NNBZCPXTIHJBJL-MGCOHNPYSA-N,true,true,0,21,false,false,0,false,,,,false,,,no_dn
NNBZCPXTIHJBJL-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
NNPPMTNAJDCUHE-UHFFFAOYSA-N,true,true,0,10,false,false,0,false,,,,false,,,no_dn
NOOLISFMXDJSKH-KXUCPTDWSA-N,true,true,0,7,false,false,0,false,,,,false,,,no_dn
NPDACUSDTOMAMK-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
NPHSALVLRUCAFH-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
NPNPZTNLOVBDOC-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
NQAVPKIJZCHUNS-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
NQPDZGIKBAWPEJ-UHFFFAOYSA-N,true,true,0,8,false,false,0,false,,,,false,,,no_dn
NRHBFNBZAZZTAU-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
NTIZESTWPVYFNL-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
NUKZAGXMHTUAFE-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
NUPSHWCALHZGOV-UHFFFAOYSA-N,true,true,0,9,false,false,0,false,,,,false,,,no_dn
NVAHZHOCRQCUBY-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
NVJUHMXYKCUMQA-UHFFFAOYSA-N,true,true,0,17,false,false,0,false,,,,false,,,no_dn
NWVVVBRKAWDGAB-UHFFFAOYSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
NYTOUQBROMCLBJ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
NYZHNJGPFXHHNR-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
NZNMSOFKMUBTKW-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
NZZFYRREKKOMAT-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
OAYXUHPQHDHDDZ-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
OBNCKNCVKJNDBV-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
OCGWWLDZAFOHGD-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
OCJBOOLMMGQPQU-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
OCKPCBLVNKHBMX-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
OCYJXSUPZMNXEN-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
ODGXGOOTTOVSME-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
ODHXBMXNKOYIBV-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
ODLMAHJVESYWTB-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
ODNRTOSCFYDTKF-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
OECTYKWYRCHAKR-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
OEIYJWYTUDFZBH-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
OFBQJSOFQDEBGM-UHFFFAOYSA-N,true,true,0,11,false,false,0,false,,,,false,,,no_dn
OHBQPCCCRFSCAX-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,true,true,10,7,true,true,3,false,,,,false,,,no_dn
OIAQMFOKAXHPNH-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
OIFBSDVPJOWBCH-UHFFFAOYSA-N,true,true,5,1,true,true,1,false,,,,true,12.403446,solvfunc87_predicted_dn,predicted_dn_only
OISVCGZHLKNMSJ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
OIWOHHBRDFKZNC-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
OJGMBLNIHDZDGS-UHFFFAOYSA-N,true,true,0,6,false,false,0,false,,,,false,,,no_dn
OKANYBNORCUPKZ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
OKJADYKTJJGKDX-UHFFFAOYSA-N,true,true,0,9,false,false,0,false,,,,false,,,no_dn
OKKJLVBELUTLKV-UHFFFAOYSA-N,true,true,17,65,true,true,203,false,,,,false,,,no_dn
OKQDSOXFNBWWJL-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
OKVWYBALHQFVFP-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
ONKUXPIBXRRIDU-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
OOKUTCYPKPJYFV-UHFFFAOYSA-N,true,true,1,0,false,false,0,false,,,,false,,,no_dn
OPKOKAMJFNKNAS-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
OQAGVSWESNCJJT-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
OSDWBNJEKMUWAV-UHFFFAOYSA-N,true,true,0,11,false,false,0,false,,,,false,,,no_dn
OSIGJGFTADMDOB-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
OSWPMRLSEDHDFF-UHFFFAOYSA-N,true,true,0,10,false,false,0,false,,,,false,,,no_dn
OUDFNZMQXZILJD-UHFFFAOYSA-N,true,true,25,25,true,true,25,false,,,,false,,,no_dn
OUGPMNMLWKSBRI-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
OUWSNHWQZPEFEX-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
OVBFMEVBMNZIBR-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
OWBTYPJTUOEWEK-UHFFFAOYSA-N,true,true,1,0,false,false,0,false,,,,false,,,no_dn
OXQGTIUCKGYOAA-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
OZDGMOYKSFPLSE-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
PAAZPARNPHGIKF-UHFFFAOYSA-N,true,true,0,14,false,false,0,false,,,,false,,,no_dn
PAFZNILMFXTMIY-UHFFFAOYSA-N,true,true,3,4,true,true,4,false,,,,false,,,no_dn
PASDCCFISLVPSO-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,true,true,3,27,true,true,3,false,,,,false,,,no_dn
PBKONEOXTCPAFI-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
PEDCQBHIVMGVHV-UHFFFAOYSA-N,true,true,2,2,true,false,0,false,,,,false,,,no_dn
PEUGOJXLBSIJQS-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
PFEOZHBOMNWTJB-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
PGMYKACGEOXYJE-UHFFFAOYSA-N,true,true,0,15,false,false,0,false,,,,false,,,no_dn
PHTQWCKDNZKARW-UHFFFAOYSA-N,true,true,3,16,true,true,1,false,,,,false,,,no_dn
PIICEJLVQHRZGT-UHFFFAOYSA-N,true,true,0,6,false,false,0,false,,,,false,,,no_dn
PJGSXYOJTGTZAV-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
PJLHTVIBELQURV-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
PLAZTCDQAHEYBI-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
PLDWAJLZAAHOGG-UHFFFAOYSA-N,true,true,4,0,false,false,0,false,,,,false,,,no_dn
PLGHGLFIAJONHR-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
PNDPGZBMCMUPRI-UHFFFAOYSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
PNPCRKVUWYDDST-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
POAOYUHQDCAZBD-UHFFFAOYSA-N,true,true,5,1,true,true,1,false,,,,false,,,no_dn
POLCUAVZOMRGSN-UHFFFAOYSA-N,true,true,0,12,false,false,0,false,,,,true,20.971545,solvfunc87_predicted_dn,predicted_dn_only
POULHZVOKOAJMA-UHFFFAOYSA-N,true,true,0,5,false,false,0,false,,,,false,,,no_dn
PPIIZJRNGJPCKQ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
PPXUHEORWJQRHJ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
PQNFLJBBNBOBRQ-UHFFFAOYSA-N,true,true,0,5,false,false,0,false,,,,false,,,no_dn
PRAKJMSDJKAYCZ-UHFFFAOYSA-N,true,true,0,6,false,false,0,false,,,,false,,,no_dn
PTTPXKJBFFKCEK-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
PUPZLCDOIYMWBV-UHFFFAOYSA-N,true,true,5,0,false,false,0,false,,,,false,,,no_dn
PVEOYINWKBTPIZ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
PVWOIHVRPOBWPI-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
PWATWSYOIIXYMA-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
PXBRQCKWGAHEHS-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
PYGSKMBEVAICCR-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
PYGXAGIECVVIOZ-UHFFFAOYSA-N,true,true,0,14,false,false,0,false,,,,false,,,no_dn
PYLWMHQQBFSUBP-UHFFFAOYSA-N,true,true,0,14,false,false,0,false,,,,false,,,no_dn
PZHIWRCQKBBTOW-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
QABLOFMHHSOFRJ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
QAOWNCQODCNURD-UHFFFAOYSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
QARVLSVVCXYDNA-UHFFFAOYSA-N,true,true,0,18,false,false,0,false,,,,false,,,no_dn
QCFYJCYNJLBDRT-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
QCQMRLDBNMVKOZ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
QEYCGYXKFQTGCX-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
QGJOPFRUJISHPQ-UHFFFAOYSA-N,true,true,0,11,false,false,0,false,,,,false,,,no_dn
QGZKDVFQNNGYKY-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
QHMGJGNTMQDRQA-UHFFFAOYSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
QHPQWRBYOIRBIT-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
QHWAQXOSHHKCFK-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
QIQXTHQIDYTFRH-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
QIROQPWSJUXOJC-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
QJQAMHYHNCADNR-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
QLTKVDKXTKKJOX-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
QMMFVYPAHWMCMS-UHFFFAOYSA-N,true,true,0,10,false,false,0,false,,,,false,,,no_dn
QMMOXUPEWRXHJS-HYXAFXHYSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
QMVPMAAFGQKVCJ-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
QNVRIHYSUZMSGM-UHFFFAOYSA-N,true,true,0,6,false,false,0,false,,,,false,,,no_dn
QPFMBZIOSGYJDE-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
QPJVMBTYPHYUOC-UHFFFAOYSA-N,true,true,0,6,false,false,0,false,,,,false,,,no_dn
QPRQEDXDYOZYLA-UHFFFAOYSA-N,true,true,2,2,true,false,0,false,,,,false,,,no_dn
QQKDTTWZXHEGAQ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
QQONPFPTGQHPMA-UHFFFAOYSA-N,true,false,0,158,false,false,0,false,,,,false,,,no_dn
QQQSFSZALRVCSZ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
QQZOPKMRPOGIEB-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
QRCRANRUHQKZME-UHFFFAOYSA-N,true,true,1,0,false,false,0,false,,,,false,,,no_dn
QRMPKOFEUHIBNM-OCAPTIKFSA-N,true,true,0,5,false,false,0,false,,,,false,,,no_dn
QRMPKOFEUHIBNM-ZKCHVHJHSA-N,true,true,0,5,false,false,0,false,,,,false,,,no_dn
QSNSCYSYFYORTR-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
QTBFPMKWQKYFLR-UHFFFAOYSA-N,true,true,3,15,true,true,1,false,,,,false,,,no_dn
QTBSBXVTEAMEQO-UHFFFAOYSA-N,true,true,1,20,true,true,1,false,,,,false,,,no_dn
QUDWYFHPNIMBFC-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
QUKGYYKBILRGFE-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
QVLAWKAXOMEXPM-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
QWTDNUCVQCZILF-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
QWUWMCYKGHVNAV-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
QWVGKYWNOKOFNN-UHFFFAOYSA-N,true,true,0,15,false,false,0,false,,,,false,,,no_dn
QXPZOKVSFMRGMQ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
QXSZNDIIPUOQMB-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
QYDYPVFESGNLHU-KHPPLWFESA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
QZYHIOPPLUPUJF-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
RBACIKXCRWGCBB-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
RDHPKYGYEGBMSE-UHFFFAOYSA-N,true,true,0,13,false,false,0,false,,,,false,,,no_dn
RDOXTESZEPMUJZ-UHFFFAOYSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
RFFFKMOABOFIDF-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
RFFLAFLAYFXFSW-UHFFFAOYSA-N,true,false,0,1,false,false,0,false,,,,false,,,no_dn
RGFNRWTWDWVHDD-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
RGHHSNMVTDWUBI-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
RGMZNZABJYWAEC-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
RGSFGYAAUTVSQA-UHFFFAOYSA-N,true,true,0,8,false,false,0,false,,,,false,,,no_dn
RGXWDWUGBIJHDO-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
RHQDFWAXVIIEBN-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
RHUYHJGZWVXEHW-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
RIOQSEWOXXDEQQ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
RJQQOKKINHMXIM-UHFFFAOYSA-N,true,true,1,0,false,false,0,false,,,,false,,,no_dn
RJUFJBKOKNCXHH-UHFFFAOYSA-N,true,true,0,12,false,false,0,false,,,,false,,,no_dn
RLSSMJSEOOYNOY-UHFFFAOYSA-N,true,true,0,22,false,false,0,false,,,,false,,,no_dn
RMBFBMJGBANMMK-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
RMOUBSOVHSONPZ-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,true,14.254554,solvfunc87_predicted_dn,predicted_dn_only
RNDNSYIPLPAXAZ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
RNVCVTLRINQCPJ-UHFFFAOYSA-N,true,true,0,10,false,false,0,false,,,,false,,,no_dn
ROJKPKOYARNFNB-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
ROSDSFDQCJNGOL-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
ROTONRWJLXYJBD-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
RPNHEAYLEQFUFI-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
RPNQFIKILXUMDU-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
RPNUMPOLZDHAAY-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
RQUBQBFVDOLUKC-UHFFFAOYSA-N,true,true,0,13,false,false,0,false,,,,false,,,no_dn
